model,feature,criteria,rbo,num_comparisons
openai,Access to movies,Ad_Free_Option,0.0,10
openai,Access to movies,Ad_Frequency,0.0,10
openai,Access to movies,Community_Engagement,0.0,10
openai,Access to movies,Cost,0.0,10
openai,Access to movies,Customer_Support,0.0,10
openai,Access to movies,Customization_Options,0.0,10
openai,Access to movies,Geographical_Availability,0.0,10
openai,Access to movies,Integration_Capabilities,0.0,10
openai,Access to movies,Mobile_Optimization,0.0,10
openai,Access to movies,Number_of_Downloads,1.0,10
openai,Access to movies,Platform_Availability,1.0,10
openai,Access to movies,Platform_Compatibility,1.0,10
openai,Access to movies,Privacy_and_Security,0.0,10
openai,Access to movies,Subscription_Cost,0.0,10
openai,Access to movies,Update_Frequency,0.0,10
openai,Access to movies,User_Base,1.0,10
openai,Access to movies,User_Interface_and_Ease_of_Use,1.0,10
openai,Access to movies,User_Ratings,0.0,10
openai,Access to movies,User_Reviews_and_Ratings,1.0,10
openai,Access to podcasts,Ad_Free_Option,0.0,10
openai,Access to podcasts,Ad_Frequency,0.0,10
openai,Access to podcasts,Community_Engagement,0.0,10
openai,Access to podcasts,Cost,0.0,10
openai,Access to podcasts,Customer_Support,0.0,10
openai,Access to podcasts,Customization_Options,0.0,10
openai,Access to podcasts,Geographical_Availability,0.0,10
openai,Access to podcasts,Integration_Capabilities,0.0,10
openai,Access to podcasts,Mobile_Optimization,0.0,10
openai,Access to podcasts,Number_of_Downloads,1.0,10
openai,Access to podcasts,Platform_Availability,0.0,10
openai,Access to podcasts,Platform_Compatibility,1.0,10
openai,Access to podcasts,Privacy_and_Security,0.0,10
openai,Access to podcasts,Subscription_Cost,0.0,10
openai,Access to podcasts,Update_Frequency,0.0,10
openai,Access to podcasts,User_Base,1.0,10
openai,Access to podcasts,User_Interface_and_Ease_of_Use,0.0,10
openai,Access to podcasts,User_Ratings,0.0,10
openai,Access to podcasts,User_Reviews_and_Ratings,0.0,10
openai,Broadcast messages to multiple contacts,Ad_Free_Option,0.0,10
openai,Broadcast messages to multiple contacts,Ad_Frequency,0.0,10
openai,Broadcast messages to multiple contacts,Community_Engagement,0.0,10
openai,Broadcast messages to multiple contacts,Cost,0.0,10
openai,Broadcast messages to multiple contacts,Customer_Support,0.0,10
openai,Broadcast messages to multiple contacts,Customization_Options,0.0,10
openai,Broadcast messages to multiple contacts,Geographical_Availability,1.0,10
openai,Broadcast messages to multiple contacts,Integration_Capabilities,0.0,10
openai,Broadcast messages to multiple contacts,Mobile_Optimization,0.0,10
openai,Broadcast messages to multiple contacts,Number_of_Downloads,0.0,10
openai,Broadcast messages to multiple contacts,Platform_Availability,0.0,10
openai,Broadcast messages to multiple contacts,Platform_Compatibility,0.0,10
openai,Broadcast messages to multiple contacts,Privacy_and_Security,0.0,10
openai,Broadcast messages to multiple contacts,Subscription_Cost,0.0,10
openai,Broadcast messages to multiple contacts,Update_Frequency,1.0,10
openai,Broadcast messages to multiple contacts,User_Base,0.0,10
openai,Broadcast messages to multiple contacts,User_Interface_and_Ease_of_Use,0.0,10
openai,Broadcast messages to multiple contacts,User_Ratings,0.0,10
openai,Broadcast messages to multiple contacts,User_Reviews_and_Ratings,0.0,10
openai,Build photo collage,Ad_Free_Option,0.0,10
openai,Build photo collage,Ad_Frequency,0.0,10
openai,Build photo collage,Community_Engagement,0.1,10
openai,Build photo collage,Cost,0.0,10
openai,Build photo collage,Customer_Support,0.0,10
openai,Build photo collage,Customization_Options,0.0,10
openai,Build photo collage,Geographical_Availability,0.1,10
openai,Build photo collage,Integration_Capabilities,0.0,10
openai,Build photo collage,Mobile_Optimization,0.9,10
openai,Build photo collage,Number_of_Downloads,0.0,10
openai,Build photo collage,Platform_Availability,0.1,10
openai,Build photo collage,Platform_Compatibility,0.0,10
openai,Build photo collage,Privacy_and_Security,0.0,10
openai,Build photo collage,Subscription_Cost,0.0,10
openai,Build photo collage,Update_Frequency,0.0,10
openai,Build photo collage,User_Base,0.1,10
openai,Build photo collage,User_Interface_and_Ease_of_Use,0.0,10
openai,Build photo collage,User_Ratings,0.9,10
openai,Build photo collage,User_Reviews_and_Ratings,0.0,10
openai,Collaborate with others,Ad_Free_Option,0.0,10
openai,Collaborate with others,Ad_Frequency,0.0,10
openai,Collaborate with others,Community_Engagement,1.0,10
openai,Collaborate with others,Cost,1.0,10
openai,Collaborate with others,Customer_Support,1.0,10
openai,Collaborate with others,Customization_Options,0.0,10
openai,Collaborate with others,Geographical_Availability,0.0,10
openai,Collaborate with others,Integration_Capabilities,1.0,10
openai,Collaborate with others,Mobile_Optimization,0.0,10
openai,Collaborate with others,Number_of_Downloads,0.0,10
openai,Collaborate with others,Platform_Availability,0.0,10
openai,Collaborate with others,Platform_Compatibility,1.0,10
openai,Collaborate with others,Privacy_and_Security,0.0,10
openai,Collaborate with others,Subscription_Cost,0.0,10
openai,Collaborate with others,Update_Frequency,1.0,10
openai,Collaborate with others,User_Base,0.0,10
openai,Collaborate with others,User_Interface_and_Ease_of_Use,1.0,10
openai,Collaborate with others,User_Ratings,1.0,10
openai,Collaborate with others,User_Reviews_and_Ratings,1.0,10
openai,Go Live,Ad_Free_Option,0.0,10
openai,Go Live,Ad_Frequency,0.0,10
openai,Go Live,Community_Engagement,0.0,10
openai,Go Live,Cost,0.0,10
openai,Go Live,Customer_Support,0.0,10
openai,Go Live,Customization_Options,0.0,10
openai,Go Live,Geographical_Availability,0.0,10
openai,Go Live,Integration_Capabilities,0.0,10
openai,Go Live,Mobile_Optimization,0.0,10
openai,Go Live,Number_of_Downloads,1.0,10
openai,Go Live,Platform_Availability,0.0,10
openai,Go Live,Platform_Compatibility,0.0,10
openai,Go Live,Privacy_and_Security,0.0,10
openai,Go Live,Subscription_Cost,0.0,10
openai,Go Live,Update_Frequency,0.0,10
openai,Go Live,User_Base,0.0,10
openai,Go Live,User_Interface_and_Ease_of_Use,0.0,10
openai,Go Live,User_Ratings,0.0,10
openai,Go Live,User_Reviews_and_Ratings,0.0,10
openai,Keeping up with friends,Ad_Free_Option,0.2,10
openai,Keeping up with friends,Ad_Frequency,0.0,10
openai,Keeping up with friends,Community_Engagement,0.0,10
openai,Keeping up with friends,Cost,0.8,10
openai,Keeping up with friends,Customer_Support,0.8,10
openai,Keeping up with friends,Customization_Options,0.0,10
openai,Keeping up with friends,Geographical_Availability,0.8,10
openai,Keeping up with friends,Integration_Capabilities,0.0,10
openai,Keeping up with friends,Mobile_Optimization,0.8,10
openai,Keeping up with friends,Number_of_Downloads,0.0,10
openai,Keeping up with friends,Platform_Availability,0.8,10
openai,Keeping up with friends,Platform_Compatibility,0.0,10
openai,Keeping up with friends,Privacy_and_Security,0.2,10
openai,Keeping up with friends,Subscription_Cost,0.8,10
openai,Keeping up with friends,Update_Frequency,0.0,10
openai,Keeping up with friends,User_Base,0.0,10
openai,Keeping up with friends,User_Interface_and_Ease_of_Use,0.0,10
openai,Keeping up with friends,User_Ratings,0.0,10
openai,Keeping up with friends,User_Reviews_and_Ratings,0.0,10
openai,List items for sale,Ad_Free_Option,0.3,10
openai,List items for sale,Ad_Frequency,0.3,10
openai,List items for sale,Community_Engagement,0.0,10
openai,List items for sale,Cost,0.0,10
openai,List items for sale,Customer_Support,0.6,10
openai,List items for sale,Customization_Options,0.0,10
openai,List items for sale,Geographical_Availability,0.6,10
openai,List items for sale,Integration_Capabilities,0.0,10
openai,List items for sale,Mobile_Optimization,0.0,10
openai,List items for sale,Number_of_Downloads,0.0,10
openai,List items for sale,Platform_Availability,0.3,10
openai,List items for sale,Platform_Compatibility,0.3,10
openai,List items for sale,Privacy_and_Security,0.0,10
openai,List items for sale,Subscription_Cost,0.0,10
openai,List items for sale,Update_Frequency,0.6,10
openai,List items for sale,User_Base,0.3,10
openai,List items for sale,User_Interface_and_Ease_of_Use,0.0,10
openai,List items for sale,User_Ratings,0.0,10
openai,List items for sale,User_Reviews_and_Ratings,0.0,10
openai,Photo effects,Ad_Free_Option,1.0,10
openai,Photo effects,Ad_Frequency,1.0,10
openai,Photo effects,Community_Engagement,0.0,10
openai,Photo effects,Cost,1.0,10
openai,Photo effects,Customer_Support,1.0,10
openai,Photo effects,Customization_Options,1.0,10
openai,Photo effects,Geographical_Availability,0.0,10
openai,Photo effects,Integration_Capabilities,0.0,10
openai,Photo effects,Mobile_Optimization,1.0,10
openai,Photo effects,Number_of_Downloads,0.0,10
openai,Photo effects,Platform_Availability,1.0,10
openai,Photo effects,Platform_Compatibility,1.0,10
openai,Photo effects,Privacy_and_Security,0.0,10
openai,Photo effects,Subscription_Cost,0.0,10
openai,Photo effects,Update_Frequency,0.0,10
openai,Photo effects,User_Base,0.0,10
openai,Photo effects,User_Interface_and_Ease_of_Use,1.0,10
openai,Photo effects,User_Ratings,0.0,10
openai,Photo effects,User_Reviews_and_Ratings,1.0,10
openai,Play games,Ad_Free_Option,0.0,10
openai,Play games,Ad_Frequency,0.0,10
openai,Play games,Community_Engagement,0.0,10
openai,Play games,Cost,0.0,10
openai,Play games,Customer_Support,0.0,10
openai,Play games,Customization_Options,0.0,10
openai,Play games,Geographical_Availability,0.0,10
openai,Play games,Integration_Capabilities,0.4,10
openai,Play games,Mobile_Optimization,0.0,10
openai,Play games,Number_of_Downloads,0.0,10
openai,Play games,Platform_Availability,0.0,10
openai,Play games,Platform_Compatibility,0.0,10
openai,Play games,Privacy_and_Security,0.0,10
openai,Play games,Subscription_Cost,0.0,10
openai,Play games,Update_Frequency,0.0,10
openai,Play games,User_Base,0.0,10
openai,Play games,User_Interface_and_Ease_of_Use,0.0,10
openai,Play games,User_Ratings,0.0,10
openai,Play games,User_Reviews_and_Ratings,0.0,10
openai,Play playlist on shuffle mode,Ad_Free_Option,1.0,10
openai,Play playlist on shuffle mode,Ad_Frequency,0.0,10
openai,Play playlist on shuffle mode,Community_Engagement,1.0,10
openai,Play playlist on shuffle mode,Cost,1.0,10
openai,Play playlist on shuffle mode,Customer_Support,1.0,10
openai,Play playlist on shuffle mode,Customization_Options,0.0,10
openai,Play playlist on shuffle mode,Geographical_Availability,1.0,10
openai,Play playlist on shuffle mode,Integration_Capabilities,1.0,10
openai,Play playlist on shuffle mode,Mobile_Optimization,1.0,10
openai,Play playlist on shuffle mode,Number_of_Downloads,1.0,10
openai,Play playlist on shuffle mode,Platform_Availability,1.0,10
openai,Play playlist on shuffle mode,Platform_Compatibility,1.0,10
openai,Play playlist on shuffle mode,Privacy_and_Security,0.0,10
openai,Play playlist on shuffle mode,Subscription_Cost,0.0,10
openai,Play playlist on shuffle mode,Update_Frequency,1.0,10
openai,Play playlist on shuffle mode,User_Base,1.0,10
openai,Play playlist on shuffle mode,User_Interface_and_Ease_of_Use,1.0,10
openai,Play playlist on shuffle mode,User_Ratings,1.0,10
openai,Play playlist on shuffle mode,User_Reviews_and_Ratings,0.0,10
openai,Rate movies,Ad_Free_Option,1.0,10
openai,Rate movies,Ad_Frequency,1.0,10
openai,Rate movies,Community_Engagement,1.0,10
openai,Rate movies,Cost,1.0,10
openai,Rate movies,Customer_Support,0.0,10
openai,Rate movies,Customization_Options,0.0,10
openai,Rate movies,Geographical_Availability,0.0,10
openai,Rate movies,Integration_Capabilities,0.0,10
openai,Rate movies,Mobile_Optimization,1.0,10
openai,Rate movies,Number_of_Downloads,1.0,10
openai,Rate movies,Platform_Availability,1.0,10
openai,Rate movies,Platform_Compatibility,1.0,10
openai,Rate movies,Privacy_and_Security,1.0,10
openai,Rate movies,Subscription_Cost,1.0,10
openai,Rate movies,Update_Frequency,0.0,10
openai,Rate movies,User_Base,1.0,10
openai,Rate movies,User_Interface_and_Ease_of_Use,1.0,10
openai,Rate movies,User_Ratings,1.0,10
openai,Rate movies,User_Reviews_and_Ratings,1.0,10
openai,Search for offer on item,Ad_Free_Option,0.0,10
openai,Search for offer on item,Ad_Frequency,0.0,10
openai,Search for offer on item,Community_Engagement,0.0,10
openai,Search for offer on item,Cost,0.9,10
openai,Search for offer on item,Customer_Support,0.9,10
openai,Search for offer on item,Customization_Options,0.9,10
openai,Search for offer on item,Geographical_Availability,0.9,10
openai,Search for offer on item,Integration_Capabilities,0.9,10
openai,Search for offer on item,Mobile_Optimization,0.0,10
openai,Search for offer on item,Number_of_Downloads,0.0,10
openai,Search for offer on item,Platform_Availability,0.9,10
openai,Search for offer on item,Platform_Compatibility,0.9,10
openai,Search for offer on item,Privacy_and_Security,0.9,10
openai,Search for offer on item,Subscription_Cost,0.0,10
openai,Search for offer on item,Update_Frequency,0.1,10
openai,Search for offer on item,User_Base,0.0,10
openai,Search for offer on item,User_Interface_and_Ease_of_Use,0.0,10
openai,Search for offer on item,User_Ratings,0.9,10
openai,Search for offer on item,User_Reviews_and_Ratings,0.0,10
openai,Send files,Ad_Free_Option,0.0,10
openai,Send files,Ad_Frequency,0.0,10
openai,Send files,Community_Engagement,0.9,10
openai,Send files,Cost,0.9,10
openai,Send files,Customer_Support,0.9,10
openai,Send files,Customization_Options,0.0,10
openai,Send files,Geographical_Availability,0.1,10
openai,Send files,Integration_Capabilities,0.9,10
openai,Send files,Mobile_Optimization,0.0,10
openai,Send files,Number_of_Downloads,0.1,10
openai,Send files,Platform_Availability,0.9,10
