Ad_Free_Option,Ad_Frequency,Community_Engagement,Cost,Customer_Support,Customization_Options,Geographical_Availability,Integration_Capabilities,Mobile_Optimization,Number_of_Downloads,Platform_Availability,Platform_Compatibility,Privacy_and_Security,Subscription_Cost,Update_Frequency,User_Base,User_Interface_and_Ease_of_Use,User_Ratings,User_Reviews_and_Ratings
1.0,0.3333333333333333,0.1875,0.24074074074074073,0.1875,0.20370370370370372,0.2125,0.25,0.22916666666666666,0.28273809523809523,0.32916666666666666,0.32916666666666666,0.20833333333333334,0.125,0.16666666666666666,0.21428571428571427,0.33749999999999997,0.25,0.3541666666666667
0.3333333333333333,1.0,0.10416666666666667,0.14583333333333334,0.14583333333333334,0.125,0.14583333333333334,0.1708333333333333,0.2125,0.125,0.2638888888888889,0.24305555555555555,0.1875,0.125,0.2125,0.18055555555555555,0.2847222222222222,0.20833333333333334,0.27499999999999997
0.1875,0.10416666666666667,1.0,0.24074074074074073,0.1875,0.16666666666666666,0.2222222222222222,0.28273809523809523,0.25595238095238093,0.2351190476190476,0.19999999999999998,0.26666666666666666,0.041666666666666664,0.125,0.3541666666666667,0.1875,0.31666666666666665,0.3333333333333333,0.2916666666666667
0.24074074074074073,0.14583333333333334,0.24074074074074073,1.0,0.2638888888888889,0.11805555555555554,0.19999999999999998,0.22916666666666666,0.2916666666666667,0.2199074074074074,0.31666666666666665,0.27678571428571425,0.08333333333333333,0.25,0.1971153846153846,0.1875,0.34027777777777773,0.29924242424242425,0.28273809523809523
0.1875,0.14583333333333334,0.1875,0.2638888888888889,1.0,0.3125,0.25,0.3125,0.4875,0.3125,0.40972222222222227,0.4305555555555556,0.0625,0.10416666666666667,0.35833333333333334,0.27499999999999997,0.34722222222222227,0.425,0.40972222222222227
0.20370370370370372,0.125,0.16666666666666666,0.11805555555555554,0.3125,1.0,0.14583333333333334,0.2272727272727273,0.196969696969697,0.17857142857142858,0.22275641025641027,0.25,0.020833333333333332,0.041666666666666664,0.19999999999999998,0.0625,0.2644230769230769,0.23674242424242423,0.2272727272727273
0.2125,0.14583333333333334,0.2222222222222222,0.19999999999999998,0.25,0.14583333333333334,1.0,0.30833333333333335,0.3194444444444444,0.43452380952380953,0.4545454545454546,0.4375,0.0625,0.4166666666666667,0.3333333333333333,0.4398148148148148,0.3087121212121212,0.28273809523809523,0.24074074074074073
0.25,0.1708333333333333,0.28273809523809523,0.22916666666666666,0.3125,0.2272727272727273,0.30833333333333335,1.0,0.3263888888888889,0.4166666666666667,0.3990384615384615,0.4791666666666667,0.0625,0.375,0.3333333333333333,0.26666666666666666,0.4038461538461539,0.4166666666666667,0.40151515151515155
0.22916666666666666,0.2125,0.25595238095238093,0.2916666666666667,0.4875,0.196969696969697,0.3194444444444444,0.3263888888888889,1.0,0.4375,0.4198717948717949,0.3888888888888889,0.0625,0.08333333333333333,0.4375,0.3833333333333333,0.38301282051282054,0.40151515151515155,0.4128787878787879
0.28273809523809523,0.125,0.2351190476190476,0.2199074074074074,0.3125,0.17857142857142858,0.43452380952380953,0.4166666666666667,0.4375,1.0,0.5458333333333333,0.4583333333333333,0.0625,0.22916666666666666,0.3125,0.41898148148148145,0.4375,0.5148809523809524,0.375
0.32916666666666666,0.2638888888888889,0.19999999999999998,0.31666666666666665,0.40972222222222227,0.22275641025641027,0.4545454545454546,0.3990384615384615,0.4198717948717949,0.5458333333333333,1.0,0.6333333333333333,0.08333333333333333,0.3333333333333333,0.2852564102564103,0.4166666666666667,0.5625,0.3888888888888889,0.49404761904761907
0.32916666666666666,0.24305555555555555,0.26666666666666666,0.27678571428571425,0.4305555555555556,0.25,0.4375,0.4791666666666667,0.3888888888888889,0.4583333333333333,0.6333333333333333,1.0,0.08333333333333333,0.2708333333333333,0.3680555555555556,0.4236111111111111,0.46527777777777773,0.46401515151515155,0.5544871794871794
0.20833333333333334,0.1875,0.041666666666666664,0.08333333333333333,0.0625,0.020833333333333332,0.0625,0.0625,0.0625,0.0625,0.08333333333333333,0.08333333333333333,1.0,0.08333333333333333,0.0625,0.041666666666666664,0.0625,0.10416666666666667,0.0625
0.125,0.125,0.125,0.25,0.10416666666666667,0.041666666666666664,0.4166666666666667,0.375,0.08333333333333333,0.22916666666666666,0.3333333333333333,0.2708333333333333,0.08333333333333333,1.0,0.22916666666666666,0.10416666666666667,0.16666666666666666,0.4583333333333333,0.10416666666666667
0.16666666666666666,0.2125,0.3541666666666667,0.1971153846153846,0.35833333333333334,0.19999999999999998,0.3333333333333333,0.3333333333333333,0.4375,0.3125,0.2852564102564103,0.3680555555555556,0.0625,0.22916666666666666,1.0,0.22083333333333333,0.3990384615384615,0.34490740740740744,0.4038461538461539
0.21428571428571427,0.18055555555555555,0.1875,0.1875,0.27499999999999997,0.0625,0.4398148148148148,0.26666666666666666,0.3833333333333333,0.41898148148148145,0.4166666666666667,0.4236111111111111,0.041666666666666664,0.10416666666666667,0.22083333333333333,1.0,0.3055555555555555,0.3125,0.2833333333333333
0.33749999999999997,0.2847222222222222,0.31666666666666665,0.34027777777777773,0.34722222222222227,0.2644230769230769,0.3087121212121212,0.4038461538461539,0.38301282051282054,0.4375,0.5625,0.46527777777777773,0.0625,0.16666666666666666,0.3990384615384615,0.3055555555555555,1.0,0.4236111111111111,0.5833333333333334
0.25,0.20833333333333334,0.3333333333333333,0.29924242424242425,0.425,0.23674242424242423,0.28273809523809523,0.4166666666666667,0.40151515151515155,0.5148809523809524,0.3888888888888889,0.46401515151515155,0.10416666666666667,0.4583333333333333,0.34490740740740744,0.3125,0.4236111111111111,1.0,0.43333333333333335
0.3541666666666667,0.27499999999999997,0.2916666666666667,0.28273809523809523,0.40972222222222227,0.2272727272727273,0.24074074074074073,0.40151515151515155,0.4128787878787879,0.375,0.49404761904761907,0.5544871794871794,0.0625,0.10416666666666667,0.4038461538461539,0.2833333333333333,0.5833333333333334,0.43333333333333335,1.0
