App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
YouTube,1,1,1,1,1,1,1,1,1,1
Netflix,2,3,3,2,3,2,2,3,2,3
Twitch,3,2,2,3,2,3,3,2,3,2
Hulu,4,4,4,4,4,4,4,4,4,4
Amazon Prime Video,6,5,6,5,5,6,6,5,6,5
Disney+,5,6,5,6,6,5,5,6,5,6
HBO Max,7,7,7,7,7,7,7,7,7,7
Peacock,8,8,8,0,8,8,0,8,8,8
Peacock TV,0,0,0,8,0,0,8,0,0,0
Paramount+,9,9,9,9,9,9,9,9,9,9
Apple TV+,10,10,10,10,10,10,10,10,10,10
Sling TV,11,11,11,11,11,11,11,11,11,11
fuboTV,12,0,12,12,12,12,0,0,12,12
FuboTV,0,12,0,0,0,0,12,12,0,0
Philo,13,13,13,0,13,0,13,13,13,0
YouTube TV,0,0,0,13,0,0,0,0,0,13
ESPN+,14,0,0,0,0,0,0,0,14,0
Espn,0,0,0,0,0,0,0,0,0,14
Pluto TV,18,14,14,14,14,13,14,14,20,17
DAZN,15,0,0,0,0,0,0,0,15,0
Crunchyroll,16,16,16,16,16,15,16,16,16,15
Tubi,19,15,15,15,15,14,15,15,19,18
Funimation,17,17,17,17,17,16,17,17,17,16
Vudu,20,18,18,18,18,17,18,18,18,19
Crackle,0,19,19,19,19,18,19,19,0,0
Plex,0,0,20,20,20,19,0,20,0,0
Popcornflix,0,20,0,0,0,0,0,0,0,0
Kodi,0,0,0,0,0,20,0,0,0,20
IMDb TV,0,0,0,0,0,0,20,0,0,0
