App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Spotify,1,1,1,1,1,1,1,1,1,1
Apple Podcasts,2,2,2,2,2,2,2,2,2,2
Google Podcasts,3,3,3,3,3,3,3,3,3,3
Audible,4,14,4,4,4,4,12,4,4,4
Stitcher,5,4,5,5,6,6,6,6,5,5
Pocket Casts,6,5,6,6,5,5,4,5,6,6
Overcast,7,7,7,7,7,7,7,7,7,7
Castbox,8,6,8,8,8,8,5,8,8,8
Podbean,9,8,10,9,9,9,8,10,9,9
TuneIn Radio,10,9,9,10,10,10,9,9,10,10
iHeartRadio,11,10,12,11,11,11,10,12,11,11
Deezer,13,11,11,12,12,12,11,11,13,12
Spreaker,12,0,0,0,16,0,0,0,12,0
Podcast Addict,14,16,13,16,0,13,13,17,14,14
Amazon Music,17,12,18,13,13,15,0,15,15,13
Pandora,18,13,0,14,15,0,0,14,0,0
Anchor,0,17,0,0,0,16,14,0,0,0
SoundCloud,19,15,17,15,14,18,0,13,16,0
Bullhorn,0,0,15,0,0,0,17,0,0,0
BBC Sounds,15,0,0,0,0,0,0,16,17,0
Player FM,0,0,0,20,0,14,0,0,0,0
Acast,0,0,14,0,17,17,20,0,0,0
NPR One,16,0,0,0,0,0,0,0,18,0
Podkicker,0,0,0,0,0,0,0,0,0,17
Breaker,0,18,0,0,0,19,15,0,0,0
Downcast,0,0,0,18,0,0,0,19,0,16
Castro,0,0,20,17,0,0,0,18,19,15
Luminary,20,19,0,0,0,0,16,0,0,0
AntennaPod,0,0,0,19,0,0,0,0,0,18
Firstory,0,0,19,0,18,20,18,0,0,0
RadioPublic,0,20,16,0,0,0,19,20,20,0
Buzzsprout,0,0,0,0,19,0,0,0,0,0
BeyondPod,0,0,0,0,0,0,0,0,0,19
Libsyn,0,0,0,0,20,0,0,0,0,0
RSSRadio,0,0,0,0,0,0,0,0,0,20
