Cost,Customer Support,Customization Options,Ease of Use,Feature Set,Geographical Availability,Integration Capabilities,In App Purchases,Monthly Active Users,Number of Downloads,Platform Availability,Security and Privacy,Update Frequency,User Base,User Engagement,User Ratings
1.0,0.3869833728035007,0.24516422894223494,0.4484775193930194,0.41623726253729176,0.42108057502724633,0.34971529750802316,0.34078428835746977,0.3433526968697872,0.36205808049191046,0.4344633501662424,0.16903518912677545,0.3750378879568187,0.37397655217506226,0.4010468468296288,0.4058709585565996
0.3869833728035007,1.0,0.3007310647645138,0.5230223628613302,0.5508391823009117,0.4515758179122649,0.43259299459912964,0.4648888490514258,0.3609462883498817,0.37821515785801496,0.525452993058164,0.19218762433398717,0.4839652560410667,0.3893879081284865,0.4478293216221948,0.49727833863995236
0.24516422894223497,0.3007310647645138,1.0,0.30010248584755833,0.3413120829707849,0.2407556312126864,0.29796942316618036,0.267600719224295,0.18633067038030363,0.20088769060329095,0.30903152864262373,0.15075063187243262,0.2900370145262422,0.20760840761455368,0.2770234046800478,0.30185645687956014
0.4484775193930194,0.5230223628613302,0.30010248584755833,1.0,0.5584906845059178,0.5208205722050534,0.4204895865449744,0.47653631891815496,0.41171806697124486,0.44245450924936475,0.5359492861730127,0.21389988363650708,0.5086254033232978,0.4389114433845294,0.4715169103257705,0.5249390792738622
0.41623726253729176,0.5508391823009118,0.3413120829707849,0.5584906845059178,1.0,0.5002332393267288,0.4555574562108804,0.489833883342509,0.4160906692736087,0.42209905616954224,0.5746021498005301,0.2147784051399738,0.5423614722339989,0.44838588479876795,0.5156699056757411,0.5177773312415586
0.42108057502724633,0.4515758179122649,0.2407556312126864,0.5208205722050534,0.5002332393267288,1.0,0.40181042432566605,0.4398141272643679,0.5410689975914846,0.5263749865432128,0.5674434673476745,0.2026594204506374,0.4937308183557878,0.5595174347261506,0.5344840616174846,0.4712549995055736
0.34971529750802316,0.43259299459912953,0.29796942316618036,0.4204895865449744,0.4555574562108804,0.40181042432566605,1.0,0.36042541037861814,0.3288319064953781,0.33122446568407404,0.431566174685208,0.14597634686958344,0.3822269381407493,0.34207684981319575,0.4070331574382222,0.3993580271612699
0.34078428835746977,0.4648888490514257,0.267600719224295,0.47653631891815496,0.48983388334250905,0.4398141272643679,0.36042541037861814,1.0,0.3687171538475552,0.39600154151761996,0.4669711283422405,0.17281954383374828,0.486393832975629,0.37448673648448133,0.434606620142716,0.4348600737562175
0.3433526968697872,0.3609462883498816,0.18633067038030365,0.41171806697124486,0.4160906692736087,0.5410689975914846,0.3288319064953781,0.3687171538475552,1.0,0.5289997649740139,0.4635263713364224,0.1636950743405928,0.42016150630398935,0.6578331567252069,0.5386637943328447,0.40817876207928794
0.36205808049191046,0.378215157858015,0.20088769060329095,0.44245450924936486,0.42209905616954224,0.5263749865432128,0.33122446568407404,0.39600154151761996,0.5289997649740139,1.0,0.4821536965204479,0.16238333171641564,0.4399075618215226,0.5666794863573257,0.5074003027816902,0.42897857216305946
0.4344633501662424,0.525452993058164,0.30903152864262373,0.5359492861730129,0.5746021498005301,0.5674434673476745,0.431566174685208,0.4669711283422405,0.4635263713364224,0.4821536965204479,1.0,0.1929865971227635,0.49636983319438804,0.48349186279329937,0.5034425998157549,0.5164888948328914
0.16903518912677545,0.19218762433398717,0.15075063187243262,0.21389988363650708,0.2147784051399738,0.20265942045063734,0.14597634686958344,0.17281954383374828,0.1636950743405928,0.16238333171641564,0.1929865971227635,1.0,0.20501274021504456,0.173520820418546,0.18256300033880937,0.18740386461332997
0.3750378879568187,0.4839652560410667,0.2900370145262422,0.5086254033232976,0.5423614722339988,0.4937308183557878,0.3822269381407493,0.486393832975629,0.42016150630398935,0.4399075618215226,0.49636983319438804,0.20501274021504456,1.0,0.42171442109688406,0.5144247871241246,0.49013834981845505
0.3739765521750623,0.3893879081284865,0.20760840761455368,0.4389114433845294,0.44838588479876795,0.5595174347261506,0.34207684981319575,0.3744867364844812,0.6578331567252068,0.5666794863573256,0.48349186279329937,0.17352082041854597,0.42171442109688406,1.0,0.5543121880830577,0.4231847016553415
0.4010468468296288,0.4478293216221948,0.2770234046800478,0.4715169103257705,0.5156699056757411,0.5344840616174846,0.4070331574382222,0.4346066201427159,0.5386637943328447,0.5074003027816901,0.5034425998157548,0.18256300033880932,0.5144247871241246,0.5543121880830577,1.0,0.5213514915973428
0.4058709585565996,0.49727833863995236,0.30185645687956014,0.5249390792738622,0.5177773312415586,0.47125499950557365,0.3993580271612699,0.4348600737562175,0.40817876207928794,0.42897857216305946,0.5164888948328914,0.18740386461332997,0.4901383498184549,0.4231847016553415,0.5213514915973428,1.0
