App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
eBay,1,1,1,3,1,12,2,3,1,1
Facebook Marketplace,3,2,3,1,2,6,1,1,3,2
Amazon,2,0,2,0,0,0,0,0,2,0
OfferUp,5,3,5,2,3,5,3,2,5,3
Etsy,7,5,7,5,5,1,5,5,10,5
Craigslist,4,4,4,4,4,7,4,4,4,4
Depop,8,6,8,6,6,2,6,6,8,6
Poshmark,6,7,6,7,7,3,7,7,7,7
Mercari,13,8,13,8,8,13,8,8,11,8
Letgo,12,9,14,9,9,14,9,9,6,9
Vinted,9,15,9,14,15,4,15,14,9,20
Nextdoor,11,11,12,10,10,8,11,10,14,10
Shopify,0,0,0,0,0,11,0,0,0,0
5miles,14,10,15,11,11,15,10,11,15,11
Carousell,10,16,10,16,13,9,13,16,12,14
VarageSale,15,12,16,12,12,16,12,12,16,12
Shpock,0,14,0,13,14,0,14,13,17,13
Kijiji,0,17,11,0,19,10,17,0,13,18
Chairish,19,13,19,15,16,0,16,15,20,15
Tradesy,16,0,17,0,0,18,0,0,18,0
Recycler,0,19,0,17,17,0,19,17,0,16
ThredUp,17,0,18,0,0,17,0,0,19,0
Cashify,0,20,0,18,0,0,0,18,0,0
Gumtree,0,18,0,0,20,0,18,0,0,19
Instagram,0,0,0,20,18,0,20,20,0,17
Reverb,18,0,20,0,0,19,0,0,0,0
Nearme,0,0,0,19,0,0,0,19,0,0
Grailed,20,0,0,0,0,20,0,0,0,0
