App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Duolingo,1,1,1,1,1,1,1,1,1,1
Quizlet,2,2,2,2,2,2,2,2,2,2
Photomath,3,3,3,3,3,3,3,3,3,3
Socratic by Google,4,4,4,4,4,4,4,4,4,4
Kahoot!,5,5,0,5,5,5,5,20,0,5
Brainly,6,6,6,6,6,6,6,6,6,6
Chegg Study,7,7,7,7,7,7,7,7,7,7
Khan Academy,8,11,5,8,8,11,11,5,5,8
Coursera,9,8,8,9,9,8,8,11,11,9
edX,10,9,9,10,11,9,9,12,12,10
Udemy,11,10,10,11,10,10,10,13,13,11
Grammarly,0,0,0,15,0,0,0,10,10,0
MyScript Calculator,0,16,0,17,0,0,14,8,8,0
BYJU'S,0,12,0,0,13,12,12,0,0,0
Byju's,12,0,12,13,0,0,0,0,0,0
WolframAlpha,0,20,0,18,0,0,16,9,9,0
Museum of Science,0,0,0,0,0,0,0,0,0,13
LinkedIn Learning,0,0,11,12,12,0,19,14,14,12
Microsoft Math Solver,0,13,0,14,0,13,13,0,0,0
Google Classroom,0,14,0,0,0,0,0,15,0,0
Tynker,13,0,0,19,14,15,0,0,0,0
Remind,0,15,0,0,0,0,0,0,0,0
Symbolab,0,0,0,0,0,0,15,0,0,0
Google Arts & Culture,0,0,0,0,0,14,17,0,0,0
SoloLearn,14,17,13,20,16,16,20,0,15,14
Memrise,15,0,14,0,20,17,0,0,16,15
Brilliant,0,0,16,0,0,0,0,0,0,0
Hemingway Editor,0,0,0,16,0,0,0,0,0,0
Microsoft OneNote,0,0,0,0,0,0,0,16,0,0
Blinkist,0,0,0,0,0,0,0,0,0,16
Lumosity,16,0,15,0,0,18,0,0,0,0
Evernote,0,0,0,0,0,0,0,17,0,0
Babbel,0,0,0,0,0,0,0,0,17,0
Tinycards,0,0,0,0,0,0,0,0,0,17
Codeacademy Go,0,0,0,0,15,20,0,0,0,0
Mimo,19,0,17,0,17,0,0,0,0,0
Elevate,17,0,19,0,0,0,0,0,0,0
Tinycards by Duolingo,0,18,0,0,0,0,0,0,0,0
Grasshopper,0,0,0,0,18,0,0,0,0,0
TED,0,0,0,0,0,0,18,0,0,0
Notability,0,0,0,0,0,0,0,18,0,0
Rosetta Stone,0,0,0,0,0,0,0,0,18,0
Lingvist,0,0,0,0,19,0,0,0,0,18
Peak,18,0,20,0,0,0,0,0,0,0
Yup Homework Help,0,19,0,0,0,0,0,0,0,0
BrainPOP,0,0,0,0,0,19,0,0,0,0
GoodNotes,0,0,0,0,0,0,0,19,0,0
Busuu,0,0,0,0,0,0,0,0,19,19
Yousician,0,0,18,0,0,0,0,0,20,20
Curiosity,20,0,0,0,0,0,0,0,0,0
