App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
RetailMeNot,1,1,1,1,1,1,1,1,1,1
Honey,2,2,2,2,2,2,2,2,2,2
Rakuten,3,3,3,3,3,3,3,3,3,3
Ibotta,4,4,4,4,4,4,4,4,4,4
Capital One Shopping,0,0,0,0,0,0,0,5,0,0
Coupons.com,5,8,13,8,5,6,5,6,8,5
Checkout 51,12,5,5,5,13,5,12,13,5,12
Groupon,6,9,14,9,6,7,6,7,9,6
SavingStar,0,7,0,7,0,0,0,0,7,17
Slickdeals,7,13,7,13,7,8,7,8,12,7
Fetch Rewards,13,6,6,6,14,14,13,14,6,13
Brad's Deals,8,11,8,11,8,9,8,9,14,8
DealNews,9,12,9,12,9,10,9,10,11,9
LivingSocial,0,10,15,10,0,0,0,0,10,0
Offers.com,10,14,16,14,0,0,10,11,13,10
Shopkick,11,15,11,15,0,12,11,12,16,11
Flipp,0,0,10,20,10,15,15,16,0,15
The Krazy Coupon Lady,0,0,0,0,12,0,17,0,0,0
Receipt Hog,14,16,12,16,15,13,14,15,17,14
FatWallet,18,0,19,0,0,11,0,0,15,0
Shopular,0,0,0,0,11,16,16,17,20,16
CouponCabin,15,0,0,0,0,0,18,0,0,0
Mobee,0,17,0,0,0,0,0,0,0,0
Drop,0,0,0,0,17,0,0,0,0,0
The Coupons App,0,0,0,0,0,17,0,0,0,0
Savings.com,16,0,17,0,0,0,19,0,0,0
Mobisave,0,0,0,17,0,0,0,0,18,0
Dosh,0,20,0,0,16,0,0,0,0,0
Shopmium,0,18,0,0,0,0,0,0,0,0
BeeBee,0,0,0,18,0,0,0,0,0,0
Pei,0,0,0,0,18,0,0,0,0,0
GeoQpons,0,0,0,0,0,18,0,0,0,0
DealCatcher,17,0,18,0,0,0,20,0,0,0
Ebates,0,0,20,0,0,0,0,18,0,0
Piggy,0,0,0,0,0,0,0,20,19,18
CouponSherpa,19,0,0,0,0,0,0,0,0,0
Cash App,0,19,0,0,0,0,0,0,0,0
BuyVia,0,0,0,19,0,0,0,0,0,0
GetUpside,0,0,0,0,19,0,0,0,0,0
Savings Catcher,0,0,0,0,0,19,0,0,0,0
Swagbucks,0,0,0,0,0,0,0,19,0,0
JoinHoney,0,0,0,0,0,0,0,0,0,19
Valpak,20,0,0,0,0,0,0,0,0,0
GasBuddy,0,0,0,0,20,0,0,0,0,0
Paribus,0,0,0,0,0,20,0,0,0,0
Cently,0,0,0,0,0,0,0,0,0,20
