model,feature,name,description,type,sources
mistral,Search for offer on item,User Ratings,"Average rating of the app on major app stores (Google Play, Apple App Store).",Float [1],"Google Play Store, Apple App Store"
mistral,Search for offer on item,Number of Downloads,Total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Sensor Tower"
mistral,Search for offer on item,Offer Variety,Range and diversity of offers and deals available in the app.,Text [1],"App Store descriptions, Official app websites"
mistral,Search for offer on item,User Interface,Ease of use and navigation within the app.,Text [1],"User reviews, Expert reviews"
mistral,Search for offer on item,Update Frequency,How often the app is updated with new offers and features.,Text [1],"App Store update history, Official app blogs"
mistral,Search for offer on item,User Ratings,The average rating given by users on various app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Offer Variety,The range and diversity of offers and deals available within the app.,Text [1],"Official app websites, user reviews, app descriptions"
mistral,Search for offer on item,Ease of Use,The user-friendliness and navigability of the app.,Text [1],"User reviews, app descriptions, tech blogs"
mistral,Search for offer on item,Customer Support,The quality and responsiveness of the app's customer support.,Text [1],"User reviews, official app websites, tech blogs"
mistral,Search for offer on item,User Ratings,The average rating given by users on various app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Frequency of Updates,"How often the app is updated with new features, bug fixes, and improvements.",Text [1],"App store listings, Developer blogs, Release notes"
mistral,Search for offer on item,Coverage of Retailers,The number and variety of retailers and brands covered by the app.,Integer [1],"App descriptions, Official websites, User reviews"
mistral,Search for offer on item,Ease of Use,The simplicity and intuitiveness of the app's user interface and user experience.,Text [1],"User reviews, Expert reviews, Usability testing reports"
mistral,Search for offer on item,Unique Features,"Special features that set the app apart from competitors, such as exclusive deals, cashback options, or social sharing.",Text [*],"App descriptions, Official websites, User reviews"
mistral,Search for offer on item,Customer Support,The quality and responsiveness of the app's customer support.,Text [1],"User reviews, Official websites, Social media interactions"
mistral,Search for offer on item,User Ratings,The average rating given by users on various app stores.,Float [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Number of Downloads,The total number of times the app has been downloaded.,Integer [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Frequency of Updates,How often the app is updated with new features and bug fixes.,Text [1],"Google Play Store, Apple App Store, Amazon Appstore"
mistral,Search for offer on item,Range of Offers,The variety and number of offers available in the app.,Text [1],"Official app websites, user reviews, app descriptions"
mistral,Search for offer on item,Ease of Use,The user-friendliness and intuitiveness of the app interface.,Text [1],"User reviews, app descriptions, tech blogs"
mistral,Search for offer on item,User Ratings,Average rating given by users on app stores.,Float [1],"App Store, Google Play Store"
mistral,Search for offer on item,Number of Downloads,Total number of times the app has been downloaded.,Integer [1],"App Store, Google Play Store, Sensor Tower"
mistral,Search for offer on item,Frequency of Updates,How often the app is updated with new features or bug fixes.,Text [1],"App Store, Google Play Store"
