App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
YouTube Live,1,1,1,1,1,1,1,1,1,1
Facebook Live,2,3,2,3,2,2,2,2,2,2
Instagram Live,3,4,3,4,3,3,3,3,3,3
Twitch,4,2,4,2,4,4,4,4,4,4
TikTok Live,5,5,0,0,0,0,5,0,5,0
StreamYard,7,7,5,5,9,5,7,5,7,5
Bigo Live,6,6,8,7,6,8,6,6,6,7
Streamlabs,8,9,6,6,5,6,9,12,9,12
Vimeo Livestream,9,11,7,11,8,7,11,11,11,6
YouNow,12,14,9,8,7,9,14,7,14,8
DLive,11,12,10,9,11,11,13,9,13,10
LinkedIn Live,10,13,11,10,12,12,12,10,12,11
Huya Live,13,15,12,12,10,10,15,8,15,9
Restream,17,8,17,16,17,16,8,14,8,15
OBS Studio,0,10,19,0,20,0,10,0,10,0
Amazon Live,19,16,13,0,13,13,16,17,16,17
Tango Live,14,19,14,13,14,14,20,18,0,18
Switcher Studio,18,17,16,15,16,17,17,13,17,13
Uscreen,15,20,15,14,15,18,18,16,18,14
Airmix,16,0,0,17,18,19,19,15,19,16
Kick,0,18,18,0,19,15,0,0,0,0
Livestream,20,0,20,18,0,0,0,19,20,19
Wirecast Go,0,0,0,19,0,20,0,20,0,20
LiveMe,0,0,0,20,0,0,0,0,0,0
