App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Among Us,1,1,1,1,1,1,1,1,1,1
Roblox,2,2,2,2,2,2,9,2,2,2
Minecraft,3,3,3,3,3,3,3,3,3,3
Genshin Impact,4,4,4,11,10,4,2,4,4,4
Pokémon GO,5,5,5,8,5,5,4,5,5,5
Clash of Clans,8,8,6,4,4,8,5,6,8,8
Call of Duty: Mobile,6,6,9,6,6,6,6,7,6,6
PUBG Mobile,7,7,0,5,7,7,7,8,7,7
PUBG MOBILE,0,0,8,0,0,0,0,0,0,0
Candy Crush Saga,9,11,7,7,8,9,8,10,9,9
Clash Royale,14,9,11,9,9,11,10,11,12,12
Fortnite,0,0,0,10,11,12,12,9,0,0
Subway Surfers,11,12,10,13,12,10,13,14,10,10
Brawl Stars,15,10,12,12,0,13,11,12,13,13
Angry Birds,0,14,0,0,0,0,0,0,0,0
 Temple Run,0,0,0,14,0,0,0,0,0,0
Asphalt 9: Legends,13,16,13,15,15,14,16,13,14,14
Angry Birds 2,10,0,14,16,16,19,15,16,15,15
Temple Run 2,12,0,15,0,0,17,0,0,0,16
8 Ball Pool,19,19,17,18,13,15,0,18,11,11
Temple Run,0,13,0,0,17,0,14,15,17,0
Hill Climb Racing,0,0,0,0,14,0,0,0,18,0
Fruit Ninja,17,15,16,17,18,18,0,17,16,17
Need for Speed: No Limits,0,17,0,0,0,0,0,0,0,0
FIFA Mobile,0,0,0,0,0,0,17,0,0,0
Hill Climb Racing 2,18,0,18,0,0,16,0,0,0,18
Real Racing 3,0,18,0,0,0,0,0,0,0,0
Plants vs. Zombies 2,16,0,19,0,0,20,18,0,0,0
Plants vs. Zombies,0,0,0,0,19,0,0,0,19,0
The Sims Mobile,0,0,0,0,0,0,19,0,0,0
Ludo King,20,20,0,19,0,0,0,19,0,19
Carrom Pool,0,0,0,20,0,0,0,20,0,20
My Talking Tom 2,0,0,20,0,0,0,0,0,0,0
Sonic Dash,0,0,0,0,20,0,0,0,0,0
Stardew Valley,0,0,0,0,0,0,20,0,0,0
Jetpack Joyride,0,0,0,0,0,0,0,0,20,0
