App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Snapseed,1,1,1,1,1,1,1,1,1,1
VSCO,3,2,2,8,2,2,2,3,2,3
Prisma,2,3,3,2,3,3,3,2,3,2
Picsart,4,4,4,9,4,4,4,0,4,4
Prequel,5,5,5,3,5,5,5,4,5,5
Facetune,6,6,6,4,6,7,6,5,6,6
YouCam Makeup,0,0,0,6,0,0,0,0,0,0
YouCam Perfect,7,7,7,5,7,6,7,6,7,7
InShot,8,8,8,7,8,8,8,7,8,8
PicsArt,0,0,0,0,0,0,0,9,0,0
Adobe Photoshop Express,9,9,9,11,9,10,9,8,10,9
Canva,10,10,10,10,10,11,10,10,11,10
Pixlr,11,11,11,12,11,12,11,11,12,11
Afterlight,13,12,13,16,13,15,13,12,14,13
Photo Lab,12,13,17,14,17,13,12,13,13,12
Enlight Photofox,14,14,14,0,14,16,14,14,15,14
AirBrush,15,15,15,15,15,18,15,15,16,15
Meitu,20,18,18,20,18,9,18,18,9,20
Fotor,17,16,16,13,16,14,16,16,18,17
PhotoDirector,19,19,12,18,12,19,19,19,19,19
LightX,0,0,0,17,0,0,0,0,0,0
Retrica,16,17,19,0,19,17,17,17,17,16
Bazaart,18,0,0,0,0,0,0,0,0,18
Photo Editor Pro,0,0,0,19,0,0,0,0,0,0
Lens Distortions,0,20,20,0,20,20,20,20,20,0
