App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Netflix,1,1,1,1,1,1,1,1,1,1
Spotify,2,2,2,2,2,2,2,2,2,2
YouTube,3,3,3,3,3,3,3,3,3,3
Disney+,4,5,4,4,4,4,4,4,4,5
Amazon Prime Video,6,6,5,5,6,5,5,6,5,6
TikTok,5,4,8,8,5,8,8,5,7,4
Hulu,7,7,6,6,7,6,6,7,6,7
Apple Music,11,8,7,7,11,7,7,10,8,8
Pandora,9,9,9,9,9,9,9,8,9,9
HBO Max,10,10,10,10,10,10,10,9,10,10
Twitch,8,11,13,13,8,12,13,11,13,11
Peacock,0,12,11,11,12,11,11,0,11,13
Peacock TV,12,0,0,0,0,0,0,12,0,0
Paramount+,13,13,12,12,13,15,12,13,12,14
SoundCloud,16,14,14,14,0,13,14,14,14,12
Discovery+,14,0,0,0,14,0,0,0,0,0
Deezer,18,15,15,15,0,14,15,16,15,16
iHeartRadio,17,16,16,16,0,17,16,15,16,17
Audible,0,0,17,0,0,16,0,0,0,0
Crunchyroll,15,19,19,0,15,19,18,0,0,15
Shudder,0,0,0,0,17,0,0,0,0,0
Sling TV,0,0,0,0,0,0,0,17,0,0
Tidal,0,17,0,17,0,0,0,0,17,20
Napster,0,0,0,18,0,0,0,0,18,0
fuboTV,0,0,0,0,0,0,0,18,0,0
Vimeo,19,18,18,0,0,18,0,0,0,0
Vudu,0,0,0,0,20,0,17,0,0,18
Funimation,0,20,20,0,16,20,19,0,0,19
Vevo,0,0,0,19,0,0,0,0,19,0
IMDb TV,0,0,0,0,19,0,0,0,0,0
Philo,0,0,0,0,0,0,0,19,0,0
Pluto TV,0,0,0,0,18,0,20,20,0,0
Roku,20,0,0,0,0,0,0,0,0,0
Shazam,0,0,0,20,0,0,0,0,20,0
