App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Meta's AI-Powered Social App,1,1,1,0,1,0,0,0,0,0
Replika,0,0,0,0,0,1,1,1,1,1
Bondee,2,2,3,1,2,0,0,0,0,0
Cleo,0,0,0,0,0,2,2,2,2,2
Wysa,0,0,0,0,0,0,0,3,0,0
Soul,3,3,7,2,3,0,0,0,0,0
Hily,0,0,0,0,0,3,3,4,3,3
SocialAI,0,0,2,10,0,0,0,0,0,0
Wink,0,0,0,0,0,0,0,0,4,0
Meetup,0,0,0,0,0,4,4,5,0,4
Lunchclub,5,4,6,3,5,0,0,0,0,0
Triller,4,5,8,4,4,0,0,0,0,0
MeetMe,0,0,0,0,0,0,0,0,5,0
Bumble,0,0,0,0,0,5,5,6,6,5
Flure,6,6,9,5,6,0,0,0,0,0
Tinder,0,0,0,0,0,6,6,7,7,6
Ayyo!,8,8,5,6,7,0,0,0,0,0
OkCupid,0,0,0,0,0,7,7,8,8,7
Meeno,10,10,4,9,10,0,0,0,0,0
Koo,7,7,0,8,9,0,0,0,0,0
Facebook,0,0,0,0,0,8,8,0,0,8
Spark,9,9,10,7,8,0,0,0,0,0
Instagram,0,0,0,0,0,9,9,0,0,9
Grindr,0,0,0,0,0,0,0,0,9,0
Happn,0,0,0,0,0,0,0,9,10,0
LinkedIn,0,0,0,0,0,10,10,0,0,10
Coffee Meets Bagel,0,0,0,0,0,0,0,10,0,0
