model1,model2,feature,rbo
openai,gemini,Read ebooks,0.5191814788007663
openai,gemini,Download books,0.4569681646823819
openai,gemini,Sync reading progress,0.6772370833752922
openai,gemini,Highlight text,0.396172385708213
openai,gemini,Search within books,0.5116964099409059
openai,gemini,Send messages,0.7255210468573746
openai,gemini,Private chat with users,0.4460165445174218
openai,gemini,Real-time messaging,0.7390662371782478
openai,gemini,Access courses,0.8892190599361401
openai,gemini,Watch lectures,0.7278171853543897
openai,gemini,Take quizzes,0.6738792346050738
openai,gemini,Track learning progress,0.8136594526448032
openai,gemini,Offline learning,0.7149147658459217
openai,gemini,Watch live TV,0.8083236078137953
openai,gemini,Watch videos,0.7481674280180818
openai,gemini,Transfer money,0.8088012745218711
openai,gemini,Send money to anyone,0.8346591235054451
openai,gemini,Receive money,0.8578452163354393
openai,gemini,Pay bills,0.2916781056752782
openai,gemini,Pay credit card bills,0.3371676223504665
openai,gemini,Schedule payments,0.24609650328605884
openai,gemini,Share payments,0.5639757841758855
openai,gemini,View account balances,0.226501498226832
openai,gemini,View transaction history,0.6040092065417423
openai,gemini,Receive payment receipts,0.36547257175490555
openai,gemini,Store bill details securely,0.13491903248112855
openai,gemini,Activate cards for overseas usage,0.6838656337695121
openai,gemini,Currency converter,0.3044823557422151
openai,gemini,Financial calculators,0.20603479615997447
openai,gemini,Remittances overseas,0.7597120783119093
openai,gemini,Track workouts,0.4853288251664874
openai,gemini,Monitor heart rate,0.3327811200914883
openai,gemini,Set fitness goals,0.5826693660711483
openai,gemini,Track weight,0.6523679423790862
openai,gemini,Follow training plans,0.548201763082956
openai,gemini,View progress charts,0.5501978499676364
openai,gemini,Get audio coaching,0.24360907673049406
openai,gemini,Track routes on map,0.7405248229775772
openai,gemini,Diet planning,0.7658749388841872
openai,gemini,Calorie tracking,0.8031760977044907
openai,gemini,Turn-by-turn navigation,0.8283684678792805
openai,gemini,Find nearby places,0.5898867637765062
openai,gemini,View maps offline,0.6771885931768967
openai,gemini,Check public transport routes,0.7486879050666109
openai,gemini,Save favorite locations,0.6780756570774658
openai,gemini,Real-time traffic updates,0.7771894974101806
openai,gemini,Stream music,0.854902794105151
openai,gemini,Create playlists,0.7718264662161941
openai,gemini,Download content for offline use,0.5394221430795049
openai,gemini,Audio playback controls,0.6846732631731594
openai,gemini,Record audio,0.33434973570195753
openai,gemini,Edit audio files,0.4586004781615849
openai,gemini,Access breaking news,0.6413581332135307
openai,gemini,Personalized news feed,0.7628040780370691
openai,gemini,Read articles offline,0.7275431519142533
openai,gemini,Bookmark articles,0.7671933254564621
openai,gemini,Search news topics,0.7921043528542475
openai,gemini,Listen to interviews,0.7257246299694305
openai,gemini,Receive news notifications,0.6343481501551438
openai,gemini,Browse by categories,0.4390953111048203
openai,gemini,Set wallpapers,0.6450658694428851
openai,gemini,Customize themes,0.5282356262112788
openai,gemini,Change fonts,0.39642840929937234
openai,gemini,Automatic wallpaper rotation,0.32230725829907547
openai,gemini,Customize interface settings,0.6945152819454752
openai,gemini,Photo editing tools,0.6670390058118097
openai,gemini,Apply filters and effects,0.4546174435036046
openai,gemini,Create collages,0.4628603544300167
openai,gemini,Adjust image settings,0.5377332307881669
openai,gemini,Save images locally,0.21980224611762936
openai,gemini,Share edited photos,0.42584189831981467
openai,gemini,Backup and restore data,0.5526777844919958
openai,gemini,Sync across devices,0.3501917659177679
openai,gemini,Search for products,0.5132890779864264
openai,gemini,Compare prices,0.49908133801070564
openai,gemini,Add items to wishlist,0.5060112976544628
openai,gemini,Secure checkout,0.34438094825630267
openai,gemini,Track order delivery status,0.12450105475706241
openai,gemini,Browse by category,0.4578851217449166
openai,gemini,View product reviews,0.29684967837898685
openai,gemini,Barcode scanning for items,0.1757018006677071
openai,gemini,Manage shopping cart,0.5122502764081928
openai,gemini,Receive daily promotions,0.5816833230393761
openai,gemini,Share photos and videos,0.7381919372649574
openai,gemini,Follow users,0.6493019819667504
openai,gemini,Post content updates,0.7058497102394691
openai,gemini,Share content on social networks,0.6569875110136573
openai,gemini,Discover new people,0.8219812770033117
openai,gemini,Comment on posts,0.6827841996903898
openai,gemini,Receive push notifications,0.6352524497889113
openai,gemini,File management,0.5464708652394841
openai,gemini,Search with suggestions,0.6294701763511189
openai,gemini,Book taxis,0.8060584846902806
openai,gemini,Track taxi location,0.843898291258684
openai,gemini,Calculate fares,0.6042766920064412
openai,gemini,Share media,0.7612377063407787
openai,gemini,Access subtitles,0.4924520290765473
openai,gemini,Video quality control,0.09924342779153862
openai,gemini,Weather forecast,0.6660379969777728
openai,anthropic,Read ebooks,0.5567457173381866
openai,anthropic,Download books,0.7857056028114587
openai,anthropic,Sync reading progress,0.6650461560068203
openai,anthropic,Highlight text,0.45857457922076056
openai,anthropic,Search within books,0.6977989584996236
openai,anthropic,Send messages,0.8168551512719544
openai,anthropic,Private chat with users,0.8327618263962201
openai,anthropic,Real-time messaging,0.8255573759381788
openai,anthropic,Access courses,0.8834869674254636
openai,anthropic,Watch lectures,0.7267702951974594
openai,anthropic,Take quizzes,0.5430700801900232
openai,anthropic,Track learning progress,0.8766548549853248
openai,anthropic,Offline learning,0.7535486897026488
openai,anthropic,Watch live TV,0.6970624426693393
openai,anthropic,Watch videos,0.824525756862797
openai,anthropic,Transfer money,0.7877125070328613
openai,anthropic,Send money to anyone,0.6590358838110739
openai,anthropic,Receive money,0.7756043894532819
openai,anthropic,Pay bills,0.559731766244797
openai,anthropic,Pay credit card bills,0.5081022055267784
openai,anthropic,Schedule payments,0.4848711622534807
openai,anthropic,Share payments,0.6871025435279107
openai,anthropic,View account balances,0.24223354157860288
openai,anthropic,View transaction history,0.625019377414649
openai,anthropic,Receive payment receipts,0.2930844784317129
openai,anthropic,Store bill details securely,0.16018226671930588
openai,anthropic,Activate cards for overseas usage,0.6712488445984417
openai,anthropic,Currency converter,0.2960220441263079
openai,anthropic,Financial calculators,0.1260785547071305
openai,anthropic,Remittances overseas,0.4711387200998899
openai,anthropic,Track workouts,0.5365885369071328
openai,anthropic,Monitor heart rate,0.4137018228710206
openai,anthropic,Set fitness goals,0.7765566899334979
openai,anthropic,Track weight,0.6434009601643855
openai,anthropic,Follow training plans,0.489480985571897
openai,anthropic,View progress charts,0.5724387358023643
openai,anthropic,Get audio coaching,0.3386515842468871
openai,anthropic,Track routes on map,0.7103523229559808
openai,anthropic,Diet planning,0.8102099815485343
openai,anthropic,Calorie tracking,0.8015040646298379
openai,anthropic,Turn-by-turn navigation,0.8741323460598694
openai,anthropic,Find nearby places,0.579464998030278
openai,anthropic,View maps offline,0.670853092705818
openai,anthropic,Check public transport routes,0.7998995846090183
openai,anthropic,Save favorite locations,0.7688892460622836
openai,anthropic,Real-time traffic updates,0.872520985213366
openai,anthropic,Stream music,0.8902588824550641
openai,anthropic,Create playlists,0.8441315214490621
openai,anthropic,Download content for offline use,0.8815219120813258
openai,anthropic,Audio playback controls,0.6919973923827404
openai,anthropic,Record audio,0.39016595891316014
openai,anthropic,Edit audio files,0.5906418503741987
openai,anthropic,Access breaking news,0.6917693541870169
openai,anthropic,Personalized news feed,0.802626804794155
openai,anthropic,Read articles offline,0.7051681210301451
openai,anthropic,Bookmark articles,0.5777433430761199
openai,anthropic,Search news topics,0.8151648101749727
openai,anthropic,Listen to interviews,0.7878113625166457
openai,anthropic,Receive news notifications,0.7578249866825962
openai,anthropic,Browse by categories,0.26281676350289834
openai,anthropic,Set wallpapers,0.4069843413877787
openai,anthropic,Customize themes,0.35308641668849766
openai,anthropic,Change fonts,0.018254527829045065
openai,anthropic,Automatic wallpaper rotation,0.12741958383799845
openai,anthropic,Customize interface settings,0.4834551586590435
openai,anthropic,Photo editing tools,0.5661243654808118
openai,anthropic,Apply filters and effects,0.3252056973934363
openai,anthropic,Create collages,0.5377202839454417
openai,anthropic,Adjust image settings,0.5335179895384975
openai,anthropic,Save images locally,0.40485318258134945
openai,anthropic,Share edited photos,0.622152109635395
openai,anthropic,Backup and restore data,0.47093298815797674
openai,anthropic,Sync across devices,0.30895806982300994
openai,anthropic,Search for products,0.5794931805679062
openai,anthropic,Compare prices,0.6561431233889273
openai,anthropic,Add items to wishlist,0.6961252557440712
openai,anthropic,Secure checkout,0.3908733558407335
openai,anthropic,Track order delivery status,0.3668264093723676
openai,anthropic,Browse by category,0.263674706325116
openai,anthropic,View product reviews,0.36626531753888864
openai,anthropic,Barcode scanning for items,0.42738048011450536
openai,anthropic,Manage shopping cart,0.6177326852242895
openai,anthropic,Receive daily promotions,0.42665172466332785
openai,anthropic,Share photos and videos,0.8420846305084005
openai,anthropic,Follow users,0.8326674441394674
openai,anthropic,Post content updates,0.8311402804455489
openai,anthropic,Share content on social networks,0.6497367332849181
openai,anthropic,Discover new people,0.7698619930336373
openai,anthropic,Comment on posts,0.7653624870374367
openai,anthropic,Receive push notifications,0.6664265181625193
openai,anthropic,File management,0.6925380189877266
openai,anthropic,Search with suggestions,0.5500543890725403
openai,anthropic,Book taxis,0.8042884483138141
openai,anthropic,Track taxi location,0.825160228541985
openai,anthropic,Calculate fares,0.7205333037916217
openai,anthropic,Share media,0.7291513944804714
openai,anthropic,Access subtitles,0.48325876040556265
openai,anthropic,Video quality control,0.05999075228387389
openai,anthropic,Weather forecast,0.807762121145999
openai,mistral,Read ebooks,0.6411909432170455
openai,mistral,Download books,0.7697827473335898
openai,mistral,Sync reading progress,0.75049970252949
openai,mistral,Highlight text,0.24407980867207033
openai,mistral,Search within books,0.6611520603368808
openai,mistral,Send messages,0.7825851873716135
openai,mistral,Private chat with users,0.7705949365382001
openai,mistral,Real-time messaging,0.7924070621823434
openai,mistral,Access courses,0.9030114469386032
openai,mistral,Watch lectures,0.6645619910961652
openai,mistral,Take quizzes,0.48155777461141136
openai,mistral,Track learning progress,0.834693784524622
openai,mistral,Offline learning,0.7197396224986461
openai,mistral,Watch live TV,0.7453683115193246
openai,mistral,Watch videos,0.7052585726115739
openai,mistral,Transfer money,0.7726420206525049
openai,mistral,Send money to anyone,0.7551420875189868
openai,mistral,Receive money,0.7799040643516956
openai,mistral,Pay bills,0.3719857368660255
openai,mistral,Pay credit card bills,0.0666215896027002
openai,mistral,Schedule payments,0.33429803660321
openai,mistral,Share payments,0.771599931509492
openai,mistral,View account balances,0.21770469912124754
openai,mistral,View transaction history,0.060110691329808945
openai,mistral,Receive payment receipts,0.4186077031910902
openai,mistral,Store bill details securely,0.033296554222735884
openai,mistral,Activate cards for overseas usage,0.5691832804847856
openai,mistral,Currency converter,0.32367089298444357
openai,mistral,Financial calculators,9.476577045705326e-05
openai,mistral,Remittances overseas,0.4354228748552513
openai,mistral,Track workouts,0.5284534555473867
openai,mistral,Monitor heart rate,0.38635173726252553
openai,mistral,Set fitness goals,0.7019516639696259
openai,mistral,Track weight,0.6283501371526911
openai,mistral,Follow training plans,0.5824274897381372
openai,mistral,View progress charts,0.5580017713789903
openai,mistral,Get audio coaching,0.2883904799129183
openai,mistral,Track routes on map,0.6061845189529753
openai,mistral,Diet planning,0.6283484167514198
openai,mistral,Calorie tracking,0.7455972660723439
openai,mistral,Turn-by-turn navigation,0.8259825876349736
openai,mistral,Find nearby places,0.5850255709298479
openai,mistral,View maps offline,0.5400719477321914
openai,mistral,Check public transport routes,0.6028941049614379
openai,mistral,Save favorite locations,0.6370677956973771
openai,mistral,Real-time traffic updates,0.7374428491949873
openai,mistral,Stream music,0.863365192239532
openai,mistral,Create playlists,0.8031484778977785
openai,mistral,Download content for offline use,0.8595110190388575
openai,mistral,Audio playback controls,0.6841892541952589
openai,mistral,Record audio,0.2547517084036143
openai,mistral,Edit audio files,0.5795300697941993
openai,mistral,Access breaking news,0.43254972990097157
openai,mistral,Personalized news feed,0.6176874927525191
openai,mistral,Read articles offline,0.6960471773975094
openai,mistral,Bookmark articles,0.7495875902335574
openai,mistral,Search news topics,0.7910701280724968
openai,mistral,Listen to interviews,0.7127416168698896
openai,mistral,Receive news notifications,0.31682720729642794
openai,mistral,Browse by categories,0.22718161087215805
openai,mistral,Set wallpapers,0.4081793605678481
openai,mistral,Customize themes,0.46710662108532164
openai,mistral,Change fonts,0.318248030305108
openai,mistral,Automatic wallpaper rotation,0.2406465765691658
openai,mistral,Customize interface settings,0.5209958197485411
openai,mistral,Photo editing tools,0.5187629600081157
openai,mistral,Apply filters and effects,0.18396173328684207
openai,mistral,Create collages,0.6384872430946391
openai,mistral,Adjust image settings,0.5190278388590888
openai,mistral,Save images locally,0.587645656964888
openai,mistral,Share edited photos,0.24436619269288304
openai,mistral,Backup and restore data,0.4983064847451314
openai,mistral,Sync across devices,0.7049501062286005
openai,mistral,Search for products,0.5149365105532839
openai,mistral,Compare prices,0.5499290109729271
openai,mistral,Add items to wishlist,0.6750365922531469
openai,mistral,Secure checkout,0.3072555364771446
openai,mistral,Track order delivery status,0.36229361291993345
openai,mistral,Browse by category,0.15066852888536067
openai,mistral,View product reviews,0.42743359514675533
openai,mistral,Barcode scanning for items,0.21051184476403267
openai,mistral,Manage shopping cart,0.6513134795103731
openai,mistral,Receive daily promotions,0.4133851849456386
openai,mistral,Share photos and videos,0.7309674870396279
openai,mistral,Follow users,0.7301932960150778
openai,mistral,Post content updates,0.7323604439214715
openai,mistral,Share content on social networks,0.6207909107406525
openai,mistral,Discover new people,0.6475637846689583
openai,mistral,Comment on posts,0.7467126408956105
openai,mistral,Receive push notifications,0.6353866692637409
openai,mistral,File management,0.5216640610026723
openai,mistral,Search with suggestions,0.5104173778406259
openai,mistral,Book taxis,0.7352580813973888
openai,mistral,Track taxi location,0.8231632602779814
openai,mistral,Calculate fares,0.7298944671496364
openai,mistral,Share media,0.6751438035443954
openai,mistral,Access subtitles,0.8013561500098644
openai,mistral,Video quality control,0.2828055988377283
openai,mistral,Weather forecast,0.6466782223435438
gemini,anthropic,Read ebooks,0.6718478063397632
gemini,anthropic,Download books,0.4084667488905025
