App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Runna,1,1,1,1,1,0,0,0,0,0
Replika,0,0,0,0,0,1,1,1,1,1
PUSH,2,2,2,2,2,0,0,0,0,0
Strava,3,3,3,3,3,0,0,0,0,0
MyFitnessPal,17,0,15,18,19,3,2,2,2,2
Calm,0,0,0,0,0,2,5,5,5,5
AllTrails,4,4,4,4,4,0,0,0,0,0
Headspace,0,14,0,0,14,4,4,3,3,3
Garmin Connect+,5,5,5,5,5,0,0,0,0,0
CloudFit,6,6,6,6,6,0,0,0,0,0
Lifesum,0,0,0,0,0,6,7,6,6,6
Sleep Cycle,19,19,17,20,18,5,3,4,4,4
Notion AI,7,7,7,7,7,0,0,0,0,0
Flo,0,0,0,0,0,7,10,7,7,7
Mem AI,8,8,8,8,8,0,0,0,0,0
Happify,0,0,0,0,0,9,8,9,9,9
Perplexity,9,9,9,9,9,0,0,0,0,0
Youper,15,16,19,0,16,8,6,8,8,8
Grammarly,10,10,10,10,10,0,0,0,0,0
Ada,0,0,0,0,0,11,12,10,11,0
Recall,11,11,11,11,11,0,0,0,0,0
Clue,0,0,0,0,0,0,11,0,0,0
Zing Coach,0,0,0,12,0,0,0,0,0,0
Reflectly,0,0,0,0,0,10,14,16,10,13
Photomath,0,0,0,0,0,0,0,12,13,0
YouCam Makeup,12,12,12,15,12,0,0,0,0,0
Fitbit Premium,0,0,0,13,0,0,0,0,0,0
Woebot,0,0,0,0,0,0,13,0,0,0
Grammarly Keyboard,0,0,0,0,0,0,0,13,14,0
HealthifyMe,13,13,13,16,13,0,0,0,0,0
Socratic by Google,0,0,0,0,0,15,0,0,12,15
Socratic,0,0,0,0,0,0,19,11,0,0
Apple Fitness Plus,0,0,0,14,0,0,0,0,0,0
Noom,0,0,0,0,0,13,16,18,18,10
Otter.ai,0,0,0,0,0,0,0,14,15,0
Fabulous,0,0,0,0,0,17,9,20,20,0
Wysa,0,17,20,0,0,12,0,15,16,12
BetterMe,0,0,0,0,0,14,15,17,17,14
Cleo,14,15,18,0,15,0,0,0,0,0
Evernote,16,0,14,17,0,0,0,0,0,0
Elevate,0,0,0,0,0,16,17,19,19,11
Ada â€“ Your Health Guide,0,0,0,0,0,0,0,0,0,16
Duolingo,18,18,16,19,17,0,0,0,0,0
Daylio,0,0,0,0,0,18,0,0,0,0
Lumosity,0,0,0,0,0,0,18,0,0,0
PlantSnap,0,0,0,0,0,0,0,0,0,18
Yummly,0,0,0,0,0,0,20,0,0,17
Moodpath,0,0,0,0,0,19,0,0,0,0
Tasty,0,0,0,0,0,0,0,0,0,19
Style DNA,20,20,0,0,20,0,0,0,0,0
Shine,0,0,0,0,0,20,0,0,0,0
Aaptiv,0,0,0,0,0,0,0,0,0,20
