App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
PicsArt,4,1,4,1,5,1,1,1,5,4
VSCO,3,2,2,3,2,2,4,4,1,1
Snapseed,1,3,3,2,3,3,2,2,2,2
Adobe Lightroom,2,4,1,4,1,4,3,3,3,3
Prisma,5,5,5,5,4,5,5,5,4,5
Afterlight,6,6,6,6,6,6,6,6,6,6
Pixlr,7,7,0,7,0,7,7,7,16,10
Darkroom,9,9,7,9,8,14,10,9,8,7
Fotor,8,8,11,8,0,8,8,8,15,9
Polarr,10,10,10,10,9,15,11,10,9,8
Photofox,0,0,0,0,10,0,0,0,0,0
Photo Editor Pro,0,11,0,0,0,0,0,11,10,11
PhotoDirector,11,12,0,11,0,9,9,13,0,13
Enlight,12,0,13,14,7,0,19,14,7,14
Camera360,0,14,0,0,0,11,0,0,12,0
Retrica,20,13,9,12,19,10,17,12,11,12
Cymera,0,15,0,0,0,12,0,0,13,0
Canva,0,0,0,0,0,0,14,0,0,0
Camera+,14,0,12,13,0,0,18,0,0,15
Photoshop Express,0,0,8,20,0,17,16,0,19,0
Mextures,13,0,15,18,13,0,0,0,0,16
Glitché,0,0,17,19,11,0,0,0,0,0
BeFunky,0,17,0,0,0,13,13,16,17,0
Filterstorm Neue,15,0,0,0,0,0,0,0,0,0
PiZap,0,0,0,0,0,0,15,0,0,0
Pixelmator,0,0,14,0,17,0,0,0,0,0
Lens Distortions,18,0,0,17,12,0,0,0,0,18
Ribbet,0,18,0,0,0,16,12,17,18,0
Aviary,0,16,0,0,0,20,0,15,14,0
LensDistortions,0,0,16,0,0,0,0,0,0,0
Fragment,0,0,18,0,14,0,0,0,0,19
Union,0,0,19,0,15,0,0,0,0,0
Facetune,17,0,0,16,18,0,0,0,0,0
Glitch!,0,0,0,0,0,0,0,0,0,17
TouchRetouch,16,0,20,15,16,0,20,0,0,0
Photo Lab,0,19,0,0,0,0,0,18,0,0
Instasize,0,0,0,0,0,18,0,0,20,0
Glitch Art Studio,19,0,0,0,0,0,0,0,0,0
Toolwiz,0,0,0,0,0,19,0,0,0,0
PicSay,0,0,0,0,0,0,0,19,0,0
YouCam Perfect,0,20,0,0,0,0,0,0,0,0
Camera+ 2,0,0,0,0,20,0,0,0,0,0
PicCollage,0,0,0,0,0,0,0,20,0,0
Superimpose X,0,0,0,0,0,0,0,0,0,20
