App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Grammarly,1,2,2,1,1,1,1,1,1,1
Otter.ai,2,1,1,2,2,2,2,2,2,2
Canva,3,3,3,3,3,0,0,0,0,0
Replika,0,0,0,0,0,4,3,3,3,3
YouCam Perfect,4,4,5,4,4,0,0,0,0,0
Prisma,0,0,0,0,0,6,4,4,4,5
FaceApp,0,0,0,0,0,5,5,5,5,4
YouCam Makeup,5,5,6,5,5,0,0,0,0,0
Adobe Scan,0,0,0,0,0,3,0,6,8,8
Lensa AI,6,6,4,6,8,0,0,0,0,0
Adobe Photoshop Camera,0,0,0,0,0,0,6,0,0,0
Google Lens,0,0,0,0,0,10,8,7,6,6
Microsoft Office Lens,0,0,0,0,0,0,7,8,7,7
Microsoft SwiftKey,0,0,0,0,0,8,0,0,0,0
Krisp,11,13,7,8,6,0,0,0,0,0
Socratic,9,11,9,9,7,0,0,0,0,0
Waze,7,12,8,7,9,9,11,11,0,0
PicsArt,0,7,15,0,0,0,0,0,0,0
Google Assistant,0,0,0,0,0,7,12,12,0,0
Evernote,0,0,0,0,0,14,9,9,10,10
Seeing AI,8,16,10,10,10,0,0,0,0,0
Notion,0,0,0,0,0,15,10,10,11,11
Fotor,14,8,0,13,13,0,0,0,0,0
CamScanner,0,0,0,0,0,13,15,16,9,9
Todoist,10,0,0,0,0,16,0,0,12,12
Pixlr,15,9,0,14,14,0,0,0,0,0
Socratic by Google,0,0,0,0,0,11,13,14,0,0
Siftr Magic,13,15,12,12,12,0,0,0,0,0
SwiftKey Keyboard,12,14,11,11,11,0,18,17,0,0
Microsoft Cortana,0,0,0,0,0,0,0,13,0,0
TickTick,0,0,0,0,0,0,0,0,13,13
Luminar AI,16,10,0,15,15,0,0,0,0,0
Photomath,0,0,0,0,0,12,14,15,0,0
Forest,0,0,0,0,0,0,0,0,14,14
Habitica,0,0,0,0,0,0,0,0,15,0
Sleep Cycle,0,0,0,0,0,0,0,0,16,15
Microsoft Translator,0,0,0,0,0,0,16,0,0,0
Calm,0,0,0,0,0,0,0,0,17,16
Gamma,0,0,18,0,16,0,0,0,0,0
IFTTT,0,0,0,0,0,17,0,0,0,0
Robinhood,17,19,13,18,20,0,0,0,0,0
Endel,19,17,16,16,18,0,0,0,0,0
Aloe Bud,18,20,14,19,0,0,0,0,0,0
Headspace,0,0,0,0,0,0,0,0,18,17
ElevenReader,0,0,19,0,17,0,0,0,0,0
Tasker,0,0,0,0,0,18,0,0,0,0
Wysa,0,0,0,0,0,0,0,0,0,18
PlantSnap,20,18,17,17,19,0,0,0,0,0
Google Translate,0,0,0,0,0,20,17,0,0,0
Hound,0,0,0,0,0,0,19,18,0,0
Bing Search,0,0,0,0,0,19,0,0,0,0
MyFitnessPal,0,0,0,0,0,0,0,0,19,0
Reflectly,0,0,0,0,0,0,0,0,0,19
Robin AI Voice Assistant,0,0,0,0,0,0,20,19,0,0
Wonder AI,0,0,20,0,0,0,0,0,0,0
Murf.ai,0,0,0,20,0,0,0,0,0,0
AI Dungeon,0,0,0,0,0,0,0,20,0,0
Strava,0,0,0,0,0,0,0,0,20,0
Hopper,0,0,0,0,0,0,0,0,0,20
