Ad_Free_Option,Ad_Frequency,Community_Engagement,Cost,Customer_Support,Customization_Options,Geographical_Availability,Integration_Capabilities,Mobile_Optimization,Number_of_Downloads,Platform_Availability,Platform_Compatibility,Privacy_and_Security,Subscription_Cost,Update_Frequency,User_Base,User_Interface_and_Ease_of_Use,User_Ratings,User_Reviews_and_Ratings
1.0,0.38941098260980755,0.21936704550913885,0.28650775408703405,0.29057231557190116,0.25903289803405866,0.27181014699830813,0.3194037026088129,0.307972550804599,0.2844085924513532,0.36577071350609797,0.3697241274090734,0.213742636155435,0.16798936901899877,0.2817245577603866,0.25118692565235673,0.4007243002381082,0.35936471477299925,0.4178415568335081
0.38941098260980755,1.0,0.21874935323415157,0.24568135084155926,0.22250816908819182,0.2712206131163731,0.2707690750070337,0.2538635117232882,0.30070469005200073,0.20119069381648105,0.3131387844009978,0.3078436331610109,0.1994580130329874,0.15719217629359697,0.2876200405856602,0.2485119844758801,0.3478649365907258,0.31899109823028293,0.34833856156512505
0.21936704550913885,0.21874935323415157,1.0,0.3142888796385959,0.293078156865833,0.2443117912532239,0.30952340423877284,0.3384187613525949,0.3670740195159108,0.27231241477091395,0.3177402864633577,0.3636272938795038,0.17958252310130193,0.1591943972080897,0.3566708918454012,0.32923422224316506,0.3526100115899826,0.36683379740845473,0.41707503090124814
0.28650775408703405,0.24568135084155926,0.3142888796385959,1.0,0.3070492380352603,0.2004157144569646,0.31965750457897174,0.3217163103743417,0.3783161775702193,0.3168722332794262,0.39122831879456405,0.3882706715157907,0.1586773893575687,0.2745103919213017,0.3133530512866914,0.2943373911877202,0.36536354802352505,0.36996116851404387,0.3771936057182072
0.29057231557190116,0.22250816908819182,0.293078156865833,0.3070492380352603,1.0,0.3501279372302137,0.3493389558025814,0.42643717856447233,0.49126667604486746,0.37192518766762,0.500991039955484,0.501442621041848,0.12645554740526982,0.1836526315215908,0.4088784370299868,0.3720533509109365,0.42159143269897714,0.4401707504049434,0.4453900304405243
0.25903289803405866,0.2712206131163731,0.2443117912532239,0.2004157144569646,0.3501279372302137,1.0,0.25506922063775145,0.3325289148863609,0.288923008530144,0.2538547422723747,0.3148021139135083,0.3362606711568448,0.1258263860205562,0.10348686414916468,0.32394749573644893,0.20200303952448584,0.35550203897645405,0.32365944142649455,0.32434808562960066
0.27181014699830813,0.2707690750070337,0.30952340423877284,0.31965750457897174,0.3493389558025814,0.25506922063775145,1.0,0.4065865367716795,0.44760275627519563,0.5117904559013738,0.5094508772538642,0.5150089480467633,0.15275490594247923,0.31638567367023335,0.43527413739355714,0.5125305369240775,0.42762450764969406,0.40341604168534584,0.3689909564657919
0.3194037026088129,0.2538635117232882,0.3384187613525949,0.3217163103743417,0.42643717856447233,0.3325289148863609,0.4065865367716795,1.0,0.41525071568257726,0.4420963122029118,0.4874261347147661,0.5182603474733374,0.15084079368434203,0.3851579401818143,0.42977692276522167,0.38884366324492814,0.4396729545241566,0.4685100844053416,0.4334615103906934
0.307972550804599,0.30070469005200073,0.3670740195159108,0.3783161775702193,0.49126667604486746,0.288923008530144,0.44760275627519563,0.41525071568257726,1.0,0.46846652910949,0.46043521888299005,0.4891658112192239,0.15166286166509266,0.1364847618052131,0.4831620249945166,0.4749289562922125,0.4830432530280473,0.43255628483240754,0.4967229746620161
0.2844085924513532,0.20119069381648105,0.27231241477091395,0.3168722332794262,0.37192518766762,0.2538547422723747,0.5117904559013738,0.4420963122029118,0.46846652910949,1.0,0.5685787816443286,0.530287987507193,0.14489504511743398,0.2785756097864211,0.4440025523747953,0.5139262929701817,0.4714276507115998,0.5157499831764684,0.44227527889402934
0.36577071350609797,0.3131387844009978,0.3177402864633577,0.39122831879456405,0.500991039955484,0.3148021139135083,0.5094508772538642,0.4874261347147661,0.46043521888299005,0.5685787816443286,1.0,0.6706231306593131,0.162077824188579,0.36833547220775587,0.43319516825015164,0.4703386665006935,0.5853418684169367,0.5294460972691836,0.5150062150588294
0.3697241274090734,0.3078436331610109,0.3636272938795038,0.3882706715157907,0.501442621041848,0.3362606711568448,0.5150089480467633,0.5182603474733374,0.4891658112192239,0.530287987507193,0.6706231306593131,1.0,0.19384300236353905,0.27597604276459536,0.520931996942287,0.47977116282065785,0.5430751938813815,0.5698146653487232,0.583975507192943
0.213742636155435,0.1994580130329874,0.17958252310130193,0.1586773893575687,0.12645554740526982,0.1258263860205562,0.15275490594247923,0.15084079368434203,0.15166286166509266,0.14489504511743398,0.162077824188579,0.19384300236353905,1.0,0.10182353817871659,0.18804234382980647,0.1280023741736324,0.14368105271037787,0.17601094624817484,0.17763905791906173
0.16798936901899877,0.15719217629359697,0.1591943972080897,0.2745103919213017,0.1836526315215908,0.10348686414916468,0.31638567367023335,0.3851579401818143,0.1364847618052131,0.2785756097864211,0.36833547220775587,0.27597604276459536,0.10182353817871659,1.0,0.219712611485088,0.24297618620041508,0.1981018084271499,0.4716964673960175,0.1568748907347521
0.2817245577603866,0.2876200405856602,0.3566708918454012,0.3133530512866914,0.4088784370299868,0.32394749573644893,0.43527413739355714,0.42977692276522167,0.4831620249945166,0.4440025523747953,0.43319516825015164,0.520931996942287,0.18804234382980647,0.219712611485088,1.0,0.37047029489452904,0.48033670096103354,0.43008290378905745,0.489457286900342
0.25118692565235673,0.2485119844758801,0.32923422224316506,0.2943373911877202,0.3720533509109365,0.20200303952448584,0.5125305369240775,0.38884366324492814,0.4749289562922125,0.5139262929701817,0.4703386665006935,0.47977116282065785,0.1280023741736324,0.24297618620041508,0.37047029489452904,1.0,0.37845457510125063,0.45413154829796404,0.3977255929256134
