App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
ChatGPT-4o,1,1,1,1,1,0,0,0,0,0
Adobe Photoshop,0,0,0,0,0,1,1,0,1,1
Adobe Photoshop Express,0,0,0,0,0,0,0,1,0,0
Midjourney,2,2,2,2,2,0,0,0,0,0
Luminar Neo,0,0,0,0,0,0,2,0,0,0
Luminar AI,0,0,0,0,0,0,0,0,0,2
Prisma Photo Editor,0,0,0,0,0,0,0,2,0,3
Lensa,0,0,0,0,0,2,5,3,2,4
Leonardo,3,3,3,3,3,0,0,0,0,0
Topaz Labs,0,0,0,0,0,0,3,0,0,0
Prisma,0,0,0,0,0,3,4,0,3,0
Ideogram,4,4,4,4,4,0,0,0,0,0
Remini,0,0,0,0,0,4,6,4,4,5
Google Gemini,5,5,5,5,5,0,0,0,0,0
FaceApp,0,0,0,0,0,5,7,5,5,7
DALL-E 3,6,6,6,0,6,0,0,0,0,0
PicsArt,0,0,0,0,0,6,8,6,6,6
Adobe Firefly,7,7,7,6,7,0,0,0,0,0
VSCO,0,0,0,0,0,0,0,7,0,0
NightCafe,8,8,8,7,8,0,0,0,0,0
DeepArt,0,0,0,0,0,7,10,0,7,8
VIMAGE,0,0,0,0,0,8,0,0,8,0
Snapseed,0,0,0,0,0,0,0,8,0,0
Freepik,9,9,9,8,9,0,0,0,0,0
Pikazo,0,0,0,0,0,9,0,0,0,0
Photo Lab,0,0,0,0,0,0,0,0,9,0
Fotor,0,0,0,0,0,0,9,9,10,9
Luma Labsâ€™ Photon,10,10,10,9,10,0,0,0,0,0
Klingâ€™s KOLORS,0,0,0,10,0,0,0,0,0,0
Artisto,0,0,0,0,0,10,0,0,0,0
PhotoRoom,0,0,0,0,0,0,0,10,0,10
