Cost,Customer Support,Customization Options,Ease of Use,Feature Set,Geographical Availability,Integration Capabilities,In App Purchases,Monthly Active Users,Number of Downloads,Platform Availability,Security and Privacy,Update Frequency,User Base,User Engagement,User Ratings
1.0,0.47720017490472644,0.36700522158562626,0.5198292383533325,0.4951196172526826,0.4729026278032514,0.41592117968642867,0.4473463560509138,0.4292677156729649,0.44891662515763836,0.5165423357223734,0.25440219470663933,0.4638703205689236,0.4538099977922429,0.47801773475334264,0.4805719124174013
0.47720017490472644,1.0,0.3866273031432435,0.5724825509904325,0.579488983412389,0.511072759917324,0.46813813985375985,0.5085222485835504,0.44768939068788133,0.4654427002008704,0.5658896790272154,0.2669854797649614,0.5247870434165195,0.47656422656740116,0.5099976954635432,0.539895747338982
0.3670052215856263,0.3866273031432435,1.0,0.40740302424411867,0.42996006957752575,0.3495804185620123,0.37890210356288795,0.3509471718625738,0.3101945150258594,0.3306165040065033,0.3946010166996029,0.21585784948473075,0.3859214992067446,0.3282895278046112,0.3827009320615083,0.3878154144822951
0.5198292383533325,0.5724825509904327,0.4074030242441188,1.0,0.6053328773216641,0.5612999481479192,0.4749033309388094,0.5290079828620611,0.4813628723666654,0.518160736236129,0.6005552971743798,0.2789793274604421,0.5556243581419723,0.5108397660061248,0.5393753184077852,0.5747945168086434
0.4951196172526826,0.579488983412389,0.42996006957752575,0.6053328773216641,1.0,0.5384024170585613,0.4926776517372947,0.517228561820388,0.4732029215516169,0.5002252432441457,0.5952589211636836,0.28223548640763707,0.5624508431371484,0.5108731568521423,0.5568994987013531,0.553456400195903
0.4729026278032514,0.511072759917324,0.3495804185620123,0.5612999481479192,0.5384024170585613,1.0,0.43185375083105126,0.4898459734751225,0.5442234600614209,0.5501414195493539,0.5869125291010884,0.2737346011441326,0.5381093913224284,0.5740582241632763,0.5526196697332211,0.5227415504711557
0.41592117968642867,0.46813813985375985,0.37890210356288795,0.4749033309388094,0.4926776517372947,0.43185375083105126,1.0,0.4088830302610568,0.3897729146645193,0.39447446300003863,0.47320683158881127,0.2320262576417796,0.4305762575540738,0.4050533229639667,0.4471861492238264,0.4337817771235608
0.4473463560509138,0.5085222485835502,0.3509471718625738,0.5290079828620609,0.5172285618203879,0.4898459734751225,0.4088830302610568,1.0,0.43294435066893283,0.46508398174784116,0.5164379584665986,0.24082124065363897,0.5094290636630964,0.4565240029105423,0.49683607367498084,0.4928321049546828
0.4292677156729649,0.4476893906878813,0.3101945150258594,0.4813628723666654,0.4732029215516169,0.5442234600614209,0.3897729146645193,0.43294435066893283,1.0,0.562432698903857,0.5128881188732162,0.24675304485460642,0.49188746889331725,0.6526757464238584,0.5665831549845193,0.4812999891351196
0.44891662515763836,0.4654427002008704,0.3306165040065032,0.518160736236129,0.5002252432441457,0.5501414195493539,0.39447446300003863,0.46508398174784116,0.562432698903857,1.0,0.5362583279514455,0.2504685687295471,0.5147906166851055,0.5985930746013949,0.5508899237389454,0.5076085355414411
0.5165423357223734,0.5658896790272154,0.3946010166996029,0.6005552971743798,0.5952589211636836,0.5869125291010884,0.47320683158881127,0.5164379584665986,0.5128881188732162,0.5362583279514455,1.0,0.275021950380733,0.5539694997740623,0.532569950959562,0.5534727922360916,0.555121681315921
0.25440219470663933,0.26698547976496134,0.21585784948473075,0.2789793274604421,0.28223548640763707,0.2737346011441326,0.23202625764177953,0.24082124065363897,0.24675304485460642,0.2504685687295471,0.275021950380733,1.0,0.27361628196034743,0.2636696561358428,0.2656601858113722,0.2569001269965293
0.4638703205689236,0.5247870434165195,0.3859214992067446,0.5556243581419723,0.5624508431371485,0.5381093913224283,0.4305762575540738,0.5094290636630964,0.4918874688933171,0.5147906166851055,0.5539694997740623,0.27361628196034743,1.0,0.5099578939356757,0.5601833088149109,0.5330686973549011
0.4538099977922429,0.47656422656740116,0.3282895278046112,0.5108397660061248,0.5108731568521423,0.5740582241632763,0.4050533229639667,0.45652400291054224,0.6526757464238584,0.5985930746013949,0.532569950959562,0.2636696561358428,0.5099578939356757,1.0,0.5851518546197961,0.5041719439690618
0.47801773475334264,0.5099976954635432,0.38270093206150835,0.5393753184077852,0.5568994987013531,0.5526196697332211,0.4471861492238264,0.49683607367498084,0.5665831549845194,0.5508899237389454,0.5534727922360916,0.2656601858113722,0.5601833088149106,0.585151854619796,1.0,0.5594065630477795
0.4805719124174013,0.539895747338982,0.3878154144822951,0.5747945168086434,0.553456400195903,0.5227415504711558,0.4337817771235608,0.49283210495468277,0.4812999891351195,0.5076085355414411,0.5551216813159211,0.2569001269965293,0.5330686973549011,0.5041719439690618,0.5594065630477795,1.0
