model,feature,criteria,rbo,num_comparisons
anthropic,Access to movies,Cost,0.17380675044890342,50
anthropic,Access to movies,Customer Support,0.8552485683469427,50
anthropic,Access to movies,Customization Options,0.010116484512136023,50
anthropic,Access to movies,Ease of Use,0.8844945602441718,50
anthropic,Access to movies,Feature Set,0.8918380948670129,50
anthropic,Access to movies,Geographical Availability,0.8643555726628965,50
anthropic,Access to movies,Integration Capabilities,0.39089100459687015,50
anthropic,Access to movies,In App Purchases,0.8145182040478182,50
anthropic,Access to movies,Monthly Active Users,0.7989031812383233,50
anthropic,Access to movies,Number of Downloads,0.7903718017604123,50
anthropic,Access to movies,Platform Availability,0.9095896986140505,50
anthropic,Access to movies,Security and Privacy,0.6940529592901243,50
anthropic,Access to movies,Update Frequency,0.8659804718009283,50
anthropic,Access to movies,User Base,0.8172852473633881,50
anthropic,Access to movies,User Engagement,0.7915364035529653,50
anthropic,Access to movies,User Ratings,0.8494363015974653,50
anthropic,Access to podcasts,Cost,0.7482069806208923,50
anthropic,Access to podcasts,Customer Support,0.8516058882316428,50
anthropic,Access to podcasts,Customization Options,0.42511152036635863,50
anthropic,Access to podcasts,Ease of Use,0.9022485636429783,50
anthropic,Access to podcasts,Feature Set,0.9053801811813864,40
anthropic,Access to podcasts,Geographical Availability,0.7325430598409084,10
anthropic,Access to podcasts,Integration Capabilities,0.9079376656337834,10
anthropic,Access to podcasts,In App Purchases,0.8351161422663195,10
anthropic,Access to podcasts,Monthly Active Users,0.6728563025132893,10
anthropic,Access to podcasts,Number of Downloads,0.713746043771445,10
anthropic,Access to podcasts,Platform Availability,0.6864547994932716,10
anthropic,Access to podcasts,Security and Privacy,0.8011264575522571,10
anthropic,Access to podcasts,Update Frequency,0.8830358092055827,10
anthropic,Access to podcasts,User Base,0.7528917412984111,10
anthropic,Access to podcasts,User Engagement,0.852444256526967,10
anthropic,Access to podcasts,User Ratings,0.9077635196344549,10
anthropic,Broadcast messages to multiple contacts,Cost,0.5973726913453217,50
anthropic,Broadcast messages to multiple contacts,Customer Support,0.8373529137621702,50
anthropic,Broadcast messages to multiple contacts,Customization Options,0.8126008508198198,50
anthropic,Broadcast messages to multiple contacts,Ease of Use,0.8504777767419117,50
anthropic,Broadcast messages to multiple contacts,Feature Set,0.8616269990228851,50
anthropic,Broadcast messages to multiple contacts,Geographical Availability,0.5454445090227558,50
anthropic,Broadcast messages to multiple contacts,Integration Capabilities,0.2533099422240852,50
anthropic,Broadcast messages to multiple contacts,In App Purchases,0.6663551360367178,50
anthropic,Broadcast messages to multiple contacts,Monthly Active Users,0.5208943119813512,50
anthropic,Broadcast messages to multiple contacts,Number of Downloads,0.47622192712426525,50
anthropic,Broadcast messages to multiple contacts,Platform Availability,0.8379197378971075,50
anthropic,Broadcast messages to multiple contacts,Security and Privacy,0.2826250893889778,50
anthropic,Broadcast messages to multiple contacts,Update Frequency,0.8307707550734917,50
anthropic,Broadcast messages to multiple contacts,User Base,0.563004504525367,50
anthropic,Broadcast messages to multiple contacts,User Engagement,0.8062427732202495,50
anthropic,Broadcast messages to multiple contacts,User Ratings,0.8626905698039721,50
anthropic,Build photo collage,Cost,0.5883994786179964,10
anthropic,Build photo collage,Customer Support,0.6165352563810306,10
anthropic,Build photo collage,Customization Options,0.6303794097266688,10
anthropic,Build photo collage,Ease of Use,0.6461164264081465,10
anthropic,Build photo collage,Feature Set,0.652722362277954,10
anthropic,Build photo collage,Geographical Availability,0.629424006281629,10
anthropic,Build photo collage,Integration Capabilities,0.49730159756458575,10
anthropic,Build photo collage,In App Purchases,0.4568902550414055,10
anthropic,Build photo collage,Monthly Active Users,0.4371334063402023,10
anthropic,Build photo collage,Number of Downloads,0.45289806573054536,10
anthropic,Build photo collage,Platform Availability,0.647116312853055,10
anthropic,Build photo collage,Security and Privacy,0.4746605439582635,10
anthropic,Build photo collage,Update Frequency,0.5817128623801027,10
anthropic,Build photo collage,User Base,0.4071314864601587,10
anthropic,Build photo collage,User Engagement,0.14560695241228347,10
anthropic,Build photo collage,User Ratings,0.6470588925353716,10
anthropic,Collaborate with others,Cost,0.7092928570566578,50
anthropic,Collaborate with others,Customer Support,0.8243735716668446,50
anthropic,Collaborate with others,Customization Options,0.6718475043229497,50
anthropic,Collaborate with others,Ease of Use,0.8604737216139658,50
anthropic,Collaborate with others,Feature Set,0.8404621118344822,50
anthropic,Collaborate with others,Geographical Availability,0.6948134234807859,50
anthropic,Collaborate with others,Integration Capabilities,0.8057412910578151,50
anthropic,Collaborate with others,In App Purchases,0.3969689835382407,50
anthropic,Collaborate with others,Monthly Active Users,0.6578259083338726,50
anthropic,Collaborate with others,Number of Downloads,0.5212647823813118,50
anthropic,Collaborate with others,Platform Availability,0.8059439908032631,50
anthropic,Collaborate with others,Security and Privacy,0.027235336411026677,50
anthropic,Collaborate with others,Update Frequency,0.8758868105956091,50
anthropic,Collaborate with others,User Base,0.6559134728608985,50
anthropic,Collaborate with others,User Engagement,0.7819048391615993,50
anthropic,Collaborate with others,User Ratings,0.8698202862315639,50
anthropic,Go Live,Cost,0.6526179131307938,50
anthropic,Go Live,Customer Support,0.27596484986587944,50
anthropic,Go Live,Customization Options,0.014001943497028553,50
anthropic,Go Live,Ease of Use,0.7179866850525769,50
anthropic,Go Live,Feature Set,0.42403672319122526,50
anthropic,Go Live,Geographical Availability,0.7759322920963811,50
anthropic,Go Live,Integration Capabilities,0.08593888527131092,50
anthropic,Go Live,In App Purchases,0.6769380443214814,50
anthropic,Go Live,Monthly Active Users,0.8183510044505846,50
anthropic,Go Live,Number of Downloads,0.7820689271901361,50
anthropic,Go Live,Platform Availability,0.7927995549785953,50
anthropic,Go Live,Security and Privacy,0.0029877553185657024,50
anthropic,Go Live,Update Frequency,0.832475424956509,50
anthropic,Go Live,User Base,0.8102808258548475,50
anthropic,Go Live,User Engagement,0.7996002506674205,50
anthropic,Go Live,User Ratings,0.7479707998375396,50
anthropic,Keeping up with friends,Cost,0.5268419257858973,50
anthropic,Keeping up with friends,Customer Support,0.6433918675393318,50
anthropic,Keeping up with friends,Customization Options,0.5738782655207445,50
anthropic,Keeping up with friends,Ease of Use,0.790998636139406,50
anthropic,Keeping up with friends,Feature Set,0.7485458171143268,50
anthropic,Keeping up with friends,Geographical Availability,0.6919330148867797,50
anthropic,Keeping up with friends,Integration Capabilities,0.5352128941760842,50
anthropic,Keeping up with friends,In App Purchases,0.60708848851697,50
anthropic,Keeping up with friends,Monthly Active Users,0.7317530697101182,50
anthropic,Keeping up with friends,Number of Downloads,0.7322004898716472,50
anthropic,Keeping up with friends,Platform Availability,0.6554218866952978,50
anthropic,Keeping up with friends,Security and Privacy,0.2540506631040032,50
anthropic,Keeping up with friends,Update Frequency,0.7955798302486492,50
anthropic,Keeping up with friends,User Base,0.7337951919844892,50
anthropic,Keeping up with friends,User Engagement,0.7850960438330667,50
anthropic,Keeping up with friends,User Ratings,0.7007686433050071,50
anthropic,List items for sale,Cost,0.629074561725718,50
anthropic,List items for sale,Customer Support,0.584774327383256,50
anthropic,List items for sale,Customization Options,0.41464980049228456,50
anthropic,List items for sale,Ease of Use,0.7042006084485944,50
anthropic,List items for sale,Feature Set,0.8203480022376668,50
anthropic,List items for sale,Geographical Availability,0.706825712454341,50
anthropic,List items for sale,Integration Capabilities,0.09659841060690894,50
anthropic,List items for sale,In App Purchases,0.705368507159606,50
anthropic,List items for sale,Monthly Active Users,0.7343547153374351,50
anthropic,List items for sale,Number of Downloads,0.7604666052319128,50
anthropic,List items for sale,Platform Availability,0.7220708327710973,50
anthropic,List items for sale,Security and Privacy,0.4346508036637754,50
anthropic,List items for sale,Update Frequency,0.682477063382121,50
anthropic,List items for sale,User Base,0.7312384996099098,50
anthropic,List items for sale,User Engagement,0.8381023256341011,50
anthropic,List items for sale,User Ratings,0.7596483182904785,50
anthropic,Photo effects,Cost,0.7084378381342477,50
anthropic,Photo effects,Customer Support,0.6345836112887473,50
anthropic,Photo effects,Customization Options,0.7223634582751974,50
anthropic,Photo effects,Ease of Use,0.7326720464800195,50
anthropic,Photo effects,Feature Set,0.548765077062386,10
anthropic,Photo effects,Geographical Availability,0.5287695708844622,10
anthropic,Photo effects,Integration Capabilities,0.7906203507859685,10
anthropic,Photo effects,In App Purchases,0.5361933762640918,10
anthropic,Photo effects,Monthly Active Users,0.38258460755094253,10
anthropic,Photo effects,Number of Downloads,0.28021385182833863,10
anthropic,Photo effects,Platform Availability,0.6022911508954184,10
anthropic,Photo effects,Security and Privacy,0.7531955538144774,10
anthropic,Photo effects,Update Frequency,0.7904365832864159,10
anthropic,Photo effects,User Base,0.3700188766130327,10
anthropic,Photo effects,User Engagement,0.4146893965680977,10
anthropic,Photo effects,User Ratings,0.7595720415982173,10
anthropic,Play games,Cost,0.43891621127979236,50
anthropic,Play games,Customer Support,0.5603084193408758,50
anthropic,Play games,Customization Options,0.3254568482669724,50
anthropic,Play games,Ease of Use,0.2548244732012536,50
anthropic,Play games,Feature Set,0.10025472515995228,50
anthropic,Play games,Geographical Availability,0.4642499659650868,50
anthropic,Play games,Integration Capabilities,0.0,50
anthropic,Play games,In App Purchases,0.39311025757577445,50
anthropic,Play games,Monthly Active Users,0.5062638733788899,50
anthropic,Play games,Number of Downloads,0.42702544425577016,50
anthropic,Play games,Platform Availability,0.5283657594121052,50
anthropic,Play games,Security and Privacy,0.0,50
anthropic,Play games,Update Frequency,0.5217724735216033,50
anthropic,Play games,User Base,0.6289193841473647,50
anthropic,Play games,User Engagement,0.5799377812483018,50
anthropic,Play games,User Ratings,0.6087951676849818,50
anthropic,Play playlist on shuffle mode,Cost,0.5952831537392144,50
anthropic,Play playlist on shuffle mode,Customer Support,0.8634360450304784,50
anthropic,Play playlist on shuffle mode,Customization Options,0.027458745416715558,50
anthropic,Play playlist on shuffle mode,Ease of Use,0.8688684183636772,50
anthropic,Play playlist on shuffle mode,Feature Set,0.8424575682310332,50
anthropic,Play playlist on shuffle mode,Geographical Availability,0.8516809487342302,50
anthropic,Play playlist on shuffle mode,Integration Capabilities,0.8540669223014374,50
anthropic,Play playlist on shuffle mode,In App Purchases,0.8698861238203685,50
anthropic,Play playlist on shuffle mode,Monthly Active Users,0.8496565121848144,50
anthropic,Play playlist on shuffle mode,Number of Downloads,0.8708427512813915,50
anthropic,Play playlist on shuffle mode,Platform Availability,0.8757396516227736,50
anthropic,Play playlist on shuffle mode,Security and Privacy,0.6870075738077847,50
anthropic,Play playlist on shuffle mode,Update Frequency,0.8918766789129151,50
anthropic,Play playlist on shuffle mode,User Base,0.848102683447874,50
anthropic,Play playlist on shuffle mode,User Engagement,0.8758554221365087,20
anthropic,Play playlist on shuffle mode,User Ratings,0.894097126967023,10
anthropic,Rate movies,Cost,0.6620700108095154,50
anthropic,Rate movies,Customer Support,0.7235126295882026,50
anthropic,Rate movies,Customization Options,0.5815920377425876,50
anthropic,Rate movies,Ease of Use,0.6939329394709653,50
anthropic,Rate movies,Feature Set,0.7238044674082903,50
anthropic,Rate movies,Geographical Availability,0.6973346241486094,50
anthropic,Rate movies,Integration Capabilities,0.6827867446965492,50
anthropic,Rate movies,In App Purchases,0.6939618858570411,50
anthropic,Rate movies,Monthly Active Users,0.6448199851850682,50
anthropic,Rate movies,Number of Downloads,0.6038582456342497,50
anthropic,Rate movies,Platform Availability,0.7132472231809919,50
anthropic,Rate movies,Security and Privacy,0.6313892689722846,50
anthropic,Rate movies,Update Frequency,0.7020641666829925,50
anthropic,Rate movies,User Base,0.6954201153082248,50
anthropic,Rate movies,User Engagement,0.7327092103173379,50
anthropic,Rate movies,User Ratings,0.7316023276128385,50
anthropic,Search for offer on item,Cost,0.6898488391362021,50
anthropic,Search for offer on item,Customer Support,0.5423596653900395,50
anthropic,Search for offer on item,Customization Options,0.812731595723428,50
anthropic,Search for offer on item,Ease of Use,0.5777916716872216,50
anthropic,Search for offer on item,Feature Set,0.7588477584402681,50
anthropic,Search for offer on item,Geographical Availability,0.419159654272266,50
anthropic,Search for offer on item,Integration Capabilities,0.6721399706896743,50
anthropic,Search for offer on item,In App Purchases,0.6915846464096572,50
anthropic,Search for offer on item,Monthly Active Users,0.0242886174354566,50
anthropic,Search for offer on item,Number of Downloads,0.24676582634829886,50
anthropic,Search for offer on item,Platform Availability,0.7118044828917194,50
anthropic,Search for offer on item,Security and Privacy,0.0005649625087753441,50
anthropic,Search for offer on item,Update Frequency,0.41165358689259657,50
anthropic,Search for offer on item,User Base,0.030547461335296056,50
anthropic,Search for offer on item,User Engagement,0.6942995324138929,50
anthropic,Search for offer on item,User Ratings,0.7423019076161118,50
anthropic,Send files,Cost,0.29025648722402503,50
anthropic,Send files,Customer Support,0.5217312304505888,50
anthropic,Send files,Customization Options,0.20170124734623673,50
anthropic,Send files,Ease of Use,0.5928148238974292,50
anthropic,Send files,Feature Set,0.6457335125392275,50
anthropic,Send files,Geographical Availability,0.6443175905998056,50
anthropic,Send files,Integration Capabilities,0.4037014159418381,50
anthropic,Send files,In App Purchases,0.39587242076901996,50
anthropic,Send files,Monthly Active Users,0.270313486817605,50
anthropic,Send files,Number of Downloads,0.4498029081245608,50
anthropic,Send files,Platform Availability,0.6216525128707086,50
