criteria,feature,model,rbo,num_comparisons
Ad_Free_Option,Access to movies,openai,0.2616272340356388,10
Ad_Free_Option,Access to movies,mistral,0.7674358799030365,10
Ad_Free_Option,Access to movies,gemini,0.5613887460874587,10
Ad_Free_Option,Access to podcasts,openai,0.2766372833296823,10
Ad_Free_Option,Access to podcasts,mistral,0.8365196449878554,10
Ad_Free_Option,Access to podcasts,gemini,0.5708221206582355,9
Ad_Free_Option,Broadcast messages to multiple contacts,openai,0.3435449200955675,10
Ad_Free_Option,Broadcast messages to multiple contacts,mistral,0.3468143494777354,10
Ad_Free_Option,Build photo collage,openai,0.23585927672398052,10
Ad_Free_Option,Build photo collage,mistral,0.7838060025767863,10
Ad_Free_Option,Build photo collage,gemini,0.4923864792306425,10
Ad_Free_Option,Collaborate with others,openai,0.46677307962541403,10
Ad_Free_Option,Collaborate with others,mistral,0.7699624515071659,10
Ad_Free_Option,Go Live,openai,0.30838420435647473,10
Ad_Free_Option,Go Live,mistral,0.22685599712802657,10
Ad_Free_Option,Go Live,gemini,0.534129279666818,8
Ad_Free_Option,Keeping up with friends,openai,0.17724489002966265,10
Ad_Free_Option,Keeping up with friends,mistral,0.3938128855014551,10
Ad_Free_Option,Keeping up with friends,gemini,0.24319570261458884,10
Ad_Free_Option,List items for sale,openai,0.6900011518014166,10
Ad_Free_Option,List items for sale,mistral,0.5831518202907034,10
Ad_Free_Option,Photo effects,openai,0.46952891750318804,10
Ad_Free_Option,Photo effects,mistral,0.5565082326030251,10
Ad_Free_Option,Play games,openai,0.0,10
Ad_Free_Option,Play games,mistral,0.1144476886845924,10
Ad_Free_Option,Play games,gemini,0.05380577699678192,10
Ad_Free_Option,Play playlist on shuffle mode,openai,0.878150610621866,10
Ad_Free_Option,Play playlist on shuffle mode,mistral,0.8157159220815172,10
Ad_Free_Option,Play playlist on shuffle mode,gemini,0.055075892399524255,9
Ad_Free_Option,Rate movies,openai,0.49036450366586565,10
Ad_Free_Option,Rate movies,mistral,0.5200074382982799,10
Ad_Free_Option,Search for offer on item,openai,0.2128565750848058,10
Ad_Free_Option,Search for offer on item,mistral,0.6780354426634357,10
Ad_Free_Option,Send files,openai,0.10567531341132137,10
Ad_Free_Option,Send files,mistral,0.4607745854240399,10
Ad_Free_Option,Send files,gemini,0.5569823311356265,10
Ad_Free_Option,Watch streams,openai,0.03022356674460645,10
Ad_Free_Option,Watch streams,mistral,0.816089077509688,10
Ad_Free_Option,Watch streams,gemini,0.053013160073085576,10
Ad_Free_Option,Write notes,openai,0.5708603129238947,10
Ad_Free_Option,Write notes,mistral,0.7961577116163765,10
Ad_Free_Option,Write notes,gemini,0.5870613753611572,10
Ad_Frequency,Access to movies,openai,0.13776577447375535,10
Ad_Frequency,Access to movies,mistral,0.8437413848928754,10
Ad_Frequency,Access to movies,gemini,0.24357115632718215,10
Ad_Frequency,Access to podcasts,openai,0.36373065839072477,10
Ad_Frequency,Access to podcasts,mistral,0.6045402947661226,10
Ad_Frequency,Broadcast messages to multiple contacts,openai,0.5943738772906018,10
Ad_Frequency,Broadcast messages to multiple contacts,mistral,0.6621327347497867,10
Ad_Frequency,Build photo collage,openai,0.3451623130525863,10
Ad_Frequency,Build photo collage,mistral,0.8128714769088212,10
Ad_Frequency,Collaborate with others,openai,0.15552148813936825,10
Ad_Frequency,Collaborate with others,mistral,0.9117084877085281,10
Ad_Frequency,Go Live,openai,0.1633535171038018,10
Ad_Frequency,Go Live,mistral,0.389188573838926,10
Ad_Frequency,Keeping up with friends,openai,0.20779697756588567,10
Ad_Frequency,Keeping up with friends,mistral,0.42657938257605454,10
Ad_Frequency,Keeping up with friends,gemini,0.28798003957518203,10
Ad_Frequency,List items for sale,openai,0.5378040321543485,10
Ad_Frequency,List items for sale,mistral,0.5035370708572214,10
Ad_Frequency,Photo effects,openai,0.4341147318475578,10
Ad_Frequency,Photo effects,mistral,0.7328377828201765,10
Ad_Frequency,Play games,openai,0.0,10
Ad_Frequency,Play games,mistral,0.7295780916908574,10
Ad_Frequency,Play games,gemini,0.03072755756984245,10
Ad_Frequency,Play playlist on shuffle mode,openai,0.40165666063658695,10
Ad_Frequency,Play playlist on shuffle mode,mistral,0.8966886281237139,10
Ad_Frequency,Rate movies,openai,0.35598568347301046,10
Ad_Frequency,Rate movies,mistral,0.6240745400871855,10
Ad_Frequency,Rate movies,gemini,0.7166426070392257,10
Ad_Frequency,Search for offer on item,openai,0.11804862322688403,10
Ad_Frequency,Search for offer on item,mistral,0.8319556378260202,10
Ad_Frequency,Send files,openai,0.10537096121128812,10
Ad_Frequency,Send files,mistral,0.44274034116760863,10
Ad_Frequency,Watch streams,openai,0.06417222608177488,10
Ad_Frequency,Watch streams,mistral,0.36129024315758107,10
Ad_Frequency,Watch streams,gemini,0.07453539745880493,10
Ad_Frequency,Write notes,openai,0.42066204601540524,10
Ad_Frequency,Write notes,mistral,0.6909202544035405,10
Ad_Frequency,Write notes,gemini,0.3676031170745512,10
Community_Engagement,Access to movies,openai,0.40969261299208226,10
Community_Engagement,Access to movies,mistral,0.0,10
Community_Engagement,Access to movies,gemini,0.27675034809640686,10
Community_Engagement,Access to podcasts,openai,0.21961197458437448,10
Community_Engagement,Access to podcasts,mistral,0.8320039153203448,10
Community_Engagement,Access to podcasts,gemini,0.4229566958050831,9
Community_Engagement,Broadcast messages to multiple contacts,openai,0.00918515387578719,10
Community_Engagement,Broadcast messages to multiple contacts,mistral,0.8483606579831531,10
Community_Engagement,Broadcast messages to multiple contacts,gemini,0.2940859818893318,6
Community_Engagement,Build photo collage,openai,0.5627048031147505,10
Community_Engagement,Build photo collage,mistral,0.6647014737726245,10
Community_Engagement,Build photo collage,gemini,0.3792918079707868,10
Community_Engagement,Collaborate with others,openai,0.6612168135442985,10
Community_Engagement,Collaborate with others,mistral,0.8326637643818404,10
Community_Engagement,Collaborate with others,gemini,0.656959680897009,10
Community_Engagement,Go Live,openai,0.0,10
Community_Engagement,Go Live,mistral,0.45679198098863355,10
Community_Engagement,Keeping up with friends,openai,0.22666820699296655,10
Community_Engagement,Keeping up with friends,mistral,0.6288514584259175,10
Community_Engagement,List items for sale,openai,0.4999511675284808,10
Community_Engagement,List items for sale,mistral,0.6719962985337989,10
Community_Engagement,Photo effects,openai,0.6040422534413916,10
