App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
ChatGPT,2,1,1,2,1,1,1,1,1,1
Notion AI,0,2,2,3,3,2,3,2,2,2
Motion,1,5,0,1,20,10,2,17,7,6
Notion,4,0,0,0,0,0,0,0,0,0
Grammarly,10,3,3,10,5,4,5,3,3,0
Reclaim.ai,3,0,0,4,0,0,8,0,0,0
Otter.ai,14,4,11,7,2,5,4,4,4,4
Reclaim AI,0,0,0,0,0,6,0,6,0,5
Clockwise,5,0,0,8,0,0,0,0,0,0
Jasper,0,15,8,14,11,3,6,9,0,3
Midjourney,0,0,0,0,0,0,0,8,5,8
Google Gemini,0,0,0,0,7,0,0,0,0,0
Claude,0,6,4,15,9,11,7,10,8,7
Forest,0,0,0,0,8,0,0,0,0,0
Fathom,0,0,6,0,0,0,13,0,0,0
Taskade,7,12,0,5,6,0,0,15,18,0
Asana,18,8,5,12,18,9,9,5,0,18
DALLÂ·E 3,0,17,9,0,0,8,0,7,0,0
Superhuman,6,18,13,9,4,20,0,16,19,0
Fireflies.ai,11,9,12,0,0,12,0,13,6,11
Gamma,0,0,0,0,0,0,0,0,10,10
Zapier,9,0,0,0,0,7,11,19,0,0
HubSpot,0,0,0,0,0,13,10,0,0,0
Canva,0,0,0,0,0,14,0,18,9,9
Humata,0,0,0,0,0,0,0,0,11,12
Runway,15,0,7,0,14,0,16,12,0,0
Todoist,8,0,0,13,0,0,19,0,0,0
Anyword,0,0,0,0,12,0,0,0,0,0
Canva Magic Studio,0,0,0,0,0,0,12,0,0,0
Perplexity,13,7,16,11,0,17,0,11,14,15
ClickUp,19,19,0,6,0,0,18,0,0,0
Any.do,0,11,14,0,0,0,0,0,0,0
Recast,0,0,0,0,0,0,0,0,12,13
Microsoft 365 Copilot,0,10,19,0,0,0,0,0,0,0
DeepSeek,0,0,0,0,10,0,0,0,20,0
Writer,12,0,0,16,13,0,0,0,0,0
Arc Browser,0,0,0,0,0,0,0,0,13,14
Wordtune,0,16,10,0,0,16,20,0,0,0
Descript,0,0,0,0,15,0,0,0,0,0
Mem,17,13,15,0,17,0,15,14,0,0
Texts,0,0,0,0,0,0,0,0,15,16
Microsoft Copilot,16,0,0,0,0,0,0,0,0,0
Buffer,0,0,0,0,16,0,0,0,0,0
Reclaim,0,14,18,0,0,0,0,0,17,0
Nyota,0,0,0,0,0,0,14,20,0,0
Missive,0,0,0,0,0,0,0,0,16,17
Todoist AI Assistant,0,0,0,0,0,15,0,0,0,19
Synthesia,0,0,17,0,0,0,0,0,0,0
Buffer's AI Assistant,0,0,0,17,0,0,0,0,0,0
Timely,0,0,0,0,0,0,17,0,0,0
Microsoft Office,0,0,0,18,0,0,0,0,0,0
Microsoft Copilot Pro for Outlook,0,0,0,0,0,18,0,0,0,0
Google Assistant,0,0,0,19,0,0,0,0,0,0
IFTTT,0,0,0,0,19,0,0,0,0,0
FeedHive,0,0,0,0,0,19,0,0,0,0
Trevor AI,20,0,0,0,0,0,0,0,0,0
Shortwave,0,20,0,0,0,0,0,0,0,0
Rytr,0,0,20,0,0,0,0,0,0,0
Type.ai,0,0,0,20,0,0,0,0,0,0
Buffer AI Assistant,0,0,0,0,0,0,0,0,0,20
