App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Mint,0,0,0,0,0,1,0,0,1,1
Intuit Mint,0,0,0,0,0,0,1,1,0,0
Cleo,1,1,1,2,1,0,0,0,0,0
PayPal,0,0,0,0,0,0,2,2,0,0
Albert,2,2,2,1,2,8,0,0,8,6
Square,0,0,0,0,0,0,3,3,0,0
Magnifi,3,3,3,4,3,0,0,0,0,0
YNAB (You Need A Budget),0,0,0,8,0,3,0,0,3,3
Personal Capital,0,0,7,9,0,2,10,10,2,2
Adobe Analytics,0,0,0,0,0,0,4,0,0,0
Adobe Finance,0,0,0,0,0,0,0,4,0,0
Quicken,0,0,0,0,0,0,0,0,0,4
Salesforce Einstein Analytics,0,0,0,0,0,0,5,0,0,0
Salesforce Financial Services Cloud,0,0,0,0,0,0,0,5,0,0
Acorns,5,5,6,6,5,4,7,7,4,0
Robinhood,0,0,0,0,0,5,6,6,5,0
PocketGuard,6,7,5,5,4,0,0,0,9,5
Trim,10,0,0,3,0,10,0,0,0,0
Qapital,4,6,9,0,6,0,0,0,0,0
Wealthfront,0,4,0,0,0,6,8,8,6,0
Wally,7,0,4,7,7,0,0,0,10,7
Betterment,0,0,0,0,0,7,9,9,7,0
Digit,0,0,8,0,0,0,0,0,0,0
Spendee,0,0,0,0,0,0,0,0,0,8
MoneyLion,8,8,10,10,8,0,0,0,0,0
Plum,9,9,0,0,9,0,0,0,0,0
Goodbudget,0,0,0,0,0,0,0,0,0,9
Tally,0,0,0,0,0,9,0,0,0,0
Emma,0,0,0,0,10,0,0,0,0,0
Tink,0,10,0,0,0,0,0,0,0,0
Mvelopes,0,0,0,0,0,0,0,0,0,10
