App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Grammarly,1,2,2,1,1,1,1,1,1,1
Otter.ai,2,1,1,2,2,2,2,2,2,2
Canva,3,3,3,3,3,0,0,0,0,0
Replika,0,0,0,0,0,4,3,3,3,3
YouCam Perfect,4,4,5,4,4,0,0,0,0,0
Prisma,0,0,0,0,0,6,4,4,4,5
FaceApp,0,0,0,0,0,5,5,5,5,4
YouCam Makeup,5,5,6,5,5,0,0,0,0,0
Adobe Scan,0,0,0,0,0,3,0,6,8,8
Lensa AI,6,6,4,6,8,0,0,0,0,0
Adobe Photoshop Camera,0,0,0,0,0,0,6,0,0,0
Krisp,0,0,7,8,6,0,0,0,0,0
PicsArt,0,7,0,0,0,0,0,0,0,0
Google Assistant,0,0,0,0,0,7,0,0,0,0
Google Lens,0,0,0,0,0,10,8,7,6,6
Microsoft Office Lens,0,0,0,0,0,0,7,8,7,7
Waze,7,0,8,7,9,9,0,0,0,0
Fotor,0,8,0,0,0,0,0,0,0,0
Microsoft SwiftKey,0,0,0,0,0,8,0,0,0,0
Socratic,9,0,9,9,7,0,0,0,0,0
Pixlr,0,9,0,0,0,0,0,0,0,0
CamScanner,0,0,0,0,0,0,0,0,9,9
Seeing AI,8,0,10,10,10,0,0,0,0,0
Evernote,0,0,0,0,0,0,9,9,10,10
Todoist,10,0,0,0,0,0,0,0,0,0
Luminar AI,0,10,0,0,0,0,0,0,0,0
Notion,0,0,0,0,0,0,10,10,0,0
