App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Runna,1,1,1,1,1,0,0,0,0,0
Replika,0,0,0,0,0,1,1,1,1,1
PUSH,2,2,2,2,2,0,0,0,0,0
MyFitnessPal,0,0,0,0,0,3,2,2,2,2
Strava,3,3,3,3,3,0,0,0,0,0
Headspace,0,0,0,0,0,4,4,3,3,3
Calm,0,0,0,0,0,2,5,5,5,5
Sleep Cycle,0,0,0,0,0,5,3,4,4,4
AllTrails,4,4,4,4,4,0,0,0,0,0
Garmin Connect+,5,5,5,5,5,0,0,0,0,0
CloudFit,6,6,6,6,6,0,0,0,0,0
Lifesum,0,0,0,0,0,6,7,6,6,6
Notion AI,7,7,7,7,7,0,0,0,0,0
Flo,0,0,0,0,0,7,10,7,7,7
Youper,0,0,0,0,0,8,6,8,8,8
Mem AI,8,8,8,8,8,0,0,0,0,0
Happify,0,0,0,0,0,9,8,9,9,9
Perplexity,9,9,9,9,9,0,0,0,0,0
Fabulous,0,0,0,0,0,0,9,0,0,0
Grammarly,10,10,10,10,10,0,0,0,0,0
Reflectly,0,0,0,0,0,10,0,0,10,0
Ada,0,0,0,0,0,0,0,10,0,0
Noom,0,0,0,0,0,0,0,0,0,10
