App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Replika,1,1,0,1,0,1,0,0,0,0
MyFitnessPal,14,0,1,0,1,0,1,1,1,1
Headspace,5,5,2,5,2,5,2,2,2,2
Youper,2,2,10,2,10,2,9,7,9,8
Sleep Cycle,17,0,3,0,3,17,3,3,3,3
MyLife Meditation,4,4,0,4,0,4,0,0,0,0
Wysa,3,3,0,3,0,3,0,19,0,13
Calm,6,6,4,6,4,6,4,4,4,4
Fitbit,0,0,5,0,5,0,5,0,5,20
Strava,0,0,6,0,7,0,6,0,7,0
Lifesum,0,0,9,0,9,0,8,6,8,6
Nike Training Club,0,0,0,0,8,0,0,0,0,0
Balance,0,0,0,0,0,8,0,0,0,0
Noom,16,0,7,0,6,0,7,10,6,11
Flo,12,0,11,0,11,0,11,5,10,5
Fabulous,7,7,15,7,0,7,18,8,0,9
Shine,0,0,0,0,0,9,0,0,0,0
BetterHelp,0,0,0,8,0,11,0,0,0,0
Talkspace,0,0,0,9,0,12,0,0,0,0
Happify,8,8,14,13,0,15,0,9,0,10
Sanvello,10,11,0,12,0,10,0,0,0,0
Clue,13,0,12,0,12,0,12,11,11,7
Ada Health,11,0,0,0,0,0,10,13,0,12
WW (Weight Watchers),0,0,8,0,20,0,0,0,0,0
7 Cups,0,15,0,10,0,0,0,0,0,0
Moodpath,9,9,16,11,0,13,16,14,0,14
MyPlate,0,0,0,0,13,0,0,0,12,0
MyTherapy,0,0,13,0,0,0,0,0,0,0
Habitica,0,0,0,0,0,0,13,0,0,0
Runtastic,0,0,0,0,14,0,0,0,0,0
Plant Nanny,0,0,0,0,0,0,14,0,0,0
Daylio,0,12,17,14,0,14,17,12,0,15
Pacifica,0,14,0,16,0,0,0,0,0,0
Endomondo,0,0,0,0,15,0,0,0,0,0
Forest,0,0,0,0,0,0,15,0,0,0
Simple Habit,0,0,0,0,0,0,0,15,0,0
MoodKit,19,13,0,15,0,0,0,0,0,17
What's Up,20,10,0,19,0,20,0,0,0,0
MapMyRun,0,0,0,0,16,0,0,0,0,0
Pzizz,0,0,0,0,0,16,0,0,0,0
Fastic,0,0,0,0,0,0,0,0,16,0
Remente,0,0,0,0,0,0,0,0,0,16
Lose It!,15,0,19,0,19,0,0,0,13,0
YAZIO,0,0,18,0,0,0,0,16,15,0
Cronometer,0,0,20,0,17,0,0,0,14,0
MindDoc,0,17,0,0,0,0,0,0,0,0
CBT Thought Record,0,0,0,17,0,0,0,0,0,0
Moodkit,0,0,0,0,0,0,0,17,0,0
Zero,0,0,0,0,0,0,0,0,17,0
MoodMission,0,16,0,18,0,0,0,20,0,0
Pillow,18,0,0,0,0,0,0,0,0,0
Cove,0,18,0,0,0,0,0,0,0,0
Fooducate,0,0,0,0,18,0,0,0,18,0
Aloe Bud,0,0,0,0,0,18,0,0,0,0
Pacer,0,0,0,0,0,0,0,0,0,18
Rise,0,0,0,0,0,0,0,18,19,0
MoodPanda,0,19,0,0,0,0,0,0,0,0
Moodfit,0,0,0,0,0,19,0,0,0,0
Moment,0,0,0,0,0,0,19,0,0,0
Strong,0,0,0,0,0,0,0,0,0,19
Moody,0,20,0,0,0,0,0,0,0,0
Panic Relief,0,0,0,20,0,0,0,0,0,0
Rescuetime,0,0,0,0,0,0,20,0,0,0
BetterMe,0,0,0,0,0,0,0,0,20,0
