App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
IMDb,2,1,1,1,2,1,1,1,1,1
Letterboxd,1,2,2,2,1,2,2,2,2,2
Rotten Tomatoes,3,3,3,3,3,3,3,3,6,4
MovieLens,5,6,4,5,0,6,0,0,13,3
Metacritic,0,4,11,17,4,4,4,4,8,5
Criticker,4,7,5,4,5,5,6,8,10,6
MUBI,7,0,0,0,0,0,0,6,5,8
Flixster,0,5,10,6,6,8,0,7,0,0
Moviebase,10,9,7,8,0,9,9,5,3,10
TCM,0,0,0,0,0,0,0,0,7,0
Serializd,6,0,0,0,0,0,0,0,0,9
"Raters: Movie Reviews, Ratings",11,8,0,0,20,0,0,0,4,0
Raters,0,0,8,7,0,7,0,14,0,7
Trakt,0,0,6,9,0,0,0,0,9,14
Tastedive,0,0,9,0,0,0,0,0,0,0
Movies by Flixster,9,0,0,0,0,0,10,0,0,0
MovieFone,16,10,0,12,7,10,5,11,0,18
MovieDiary,8,0,0,0,0,0,13,0,0,0
Plugged In Movie Reviews,0,0,0,10,0,0,0,0,0,0
YourNextFilm,15,11,0,13,8,11,7,9,0,19
FilmStory,17,12,0,14,9,12,8,10,0,20
Critic - Movie Reviews,12,0,0,0,0,0,0,0,0,0
Plugged In,0,0,0,0,0,0,0,12,0,0
The Guardian,0,0,0,0,0,0,0,0,0,12
Movie Reviews (Voice),13,13,0,11,11,16,11,13,0,0
Plugged In – Movie Reviews,14,14,0,0,10,15,12,0,0,0
Film Affinity,0,0,16,0,0,0,0,0,11,0
Flutter,0,0,0,0,0,0,14,0,0,0
Fandango,0,0,0,0,0,0,0,0,14,0
AllMovie,0,0,17,0,0,0,0,0,12,0
Roger Ebert,0,17,12,16,12,18,0,16,0,11
Movie Pal,0,15,0,0,0,14,0,0,0,0
A.V. Club,0,0,0,0,13,0,0,17,0,0
Common Sense Media,0,0,0,0,0,0,0,0,15,0
JustWatch,18,0,0,0,15,13,16,0,0,15
Yahoo! Movies,0,19,0,0,0,0,0,0,0,13
Real Good,0,0,0,0,16,0,15,0,0,0
IndieWire,0,0,0,0,14,0,0,18,0,0
ScreenRant,0,0,0,0,0,0,0,0,16,0
ShowPal (iShows),0,0,0,0,0,0,0,0,0,16
ReelSpeak Movie & TV Reviews,0,16,15,15,0,17,20,0,0,0
Yahoo Movies,0,0,14,20,0,0,0,0,0,0
Sholi,0,0,0,0,17,0,17,0,0,0
RogerEbert.com,0,0,0,0,0,0,0,0,17,0
TV Forecast,0,0,0,0,0,0,0,0,0,17
Pick-A-Mov,20,0,0,0,0,0,0,15,0,0
The Guardian film section,0,18,13,19,0,19,0,19,0,0
Popcorn Garage,0,0,18,0,0,0,0,0,0,0
Google TV,0,0,0,0,18,0,18,0,0,0
The Movie Database (TMDB),0,0,0,0,0,0,0,0,18,0
SAHINAHI,0,0,0,18,0,0,0,20,0,0
Movieguide® Lite Movie Reviews,19,0,0,0,0,0,0,0,0,0
Mubi,0,0,19,0,0,0,0,0,0,0
Apple TV,0,0,0,0,19,0,19,0,0,0
Movie Review Viewer,0,0,0,0,0,0,0,0,19,0
My Movie Review,0,20,0,0,0,20,0,0,0,0
Spout,0,0,20,0,0,0,0,0,0,0
MovieMash,0,0,0,0,0,0,0,0,20,0
