App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
eBay,1,1,1,1,1,1,1,1,1,1
Facebook Marketplace,2,2,2,2,2,2,2,2,2,2
Poshmark,4,3,4,3,4,3,6,3,3,3
OfferUp,3,6,3,6,3,5,3,7,6,5
Etsy Seller,0,0,0,5,0,4,0,0,0,0
Etsy,6,4,5,0,5,0,5,5,4,6
Mercari,5,5,8,8,6,12,4,4,5,4
Amazon Seller App,0,0,6,0,0,0,0,0,0,0
Decluttr,8,17,0,4,7,7,7,10,10,10
ThredUp,0,8,10,7,8,6,8,0,0,9
Depop,7,7,7,11,18,11,0,6,7,7
thredUP,0,0,0,0,0,0,0,9,8,0
Vestiaire Collective,19,13,12,13,9,10,9,8,9,8
Chairish,9,14,0,0,16,8,11,14,13,12
Nextdoor,11,12,16,9,11,9,13,12,14,14
Amazon Seller,0,0,0,0,0,0,0,0,12,0
Craigslist,12,10,17,10,14,0,12,11,11,15
Amazon Seller Central,0,9,0,0,12,15,0,18,0,0
5miles,16,11,11,19,10,14,10,13,19,11
Vinted,10,0,9,16,0,20,0,15,0,18
OLX,14,0,0,0,0,0,0,0,0,0
BigCommerce,0,0,14,0,0,0,0,0,0,0
Letgo (Now Part of OfferUp),0,15,0,0,15,0,0,0,0,13
Letgo (integrated into OfferUp),15,0,0,0,0,13,0,0,15,0
Instagram Shopping,0,0,15,0,0,0,0,0,0,0
Gameflip,0,0,0,15,0,0,0,0,0,0
Todocoleccion,0,0,0,0,0,0,15,0,0,0
Gumtree,13,0,20,0,0,0,0,0,0,0
Worten,0,0,0,0,0,0,16,0,0,0
Cashify,0,0,0,0,0,0,0,0,16,0
Shopify,0,16,13,17,13,18,20,19,0,0
Reverb,0,0,0,12,0,0,0,20,20,16
Vendoo,0,0,0,0,0,16,0,0,0,17
TheRealReal,20,0,0,14,0,17,0,17,0,0
Letgo,0,0,18,20,0,0,14,0,0,0
Mano Mano,0,0,0,0,0,0,17,0,0,0
InstaCash,0,0,0,0,0,0,0,0,17,0
Grailed,0,0,0,0,0,0,0,16,0,19
Swappa,18,0,0,0,0,0,0,0,18,0
Bonanza,0,18,0,0,0,0,0,0,0,0
Wish,0,0,0,0,0,0,18,0,0,0
Amazon,0,0,0,18,17,0,0,0,0,20
VarageSale,17,20,0,0,0,0,19,0,0,0
Ruby Lane,0,19,0,0,0,0,0,0,0,0
Shpock,0,0,19,0,0,0,0,0,0,0
Shop,0,0,0,0,19,0,0,0,0,0
Crosslist,0,0,0,0,0,19,0,0,0,0
5Miles,0,0,0,0,20,0,0,0,0,0
