App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Khan Academy,1,2,1,0,1,1,1,0,1,1
Duolingo,2,1,2,2,2,2,2,2,1,2
Coursera,0,0,0,0,0,0,3,0,0,0
Carnegie Learning's MATHia,0,3,0,0,0,0,0,0,0,0
QANDA,3,0,3,3,3,3,5,3,3,3
Photomath,4,0,4,4,4,4,4,4,0,4
Grammarly,0,4,0,0,0,0,0,0,0,0
Memrise,5,0,0,0,0,0,6,0,0,0
Mondly,6,0,5,5,5,5,7,6,0,6
Quizlet,7,5,0,0,0,0,0,0,0,0
ELSA Speak,0,0,0,0,0,0,0,0,6,0
Brainly,8,0,8,7,0,0,0,0,4,0
Socratic by Google,0,0,7,6,8,9,0,5,5,7
Mathspace,0,0,6,8,7,6,8,7,0,5
ALEKS,0,7,0,0,0,0,0,0,0,0
Prodigy Math,0,0,0,0,0,0,0,0,7,0
Preply,0,0,0,0,6,0,9,0,0,0
Squirrel AI Learning,0,8,0,0,0,0,0,0,0,0
Epic: Kidsâ€™ Books & Reading,0,0,0,0,0,0,0,0,8,0
Knewton,0,6,10,0,10,8,0,0,0,9
DreamBox,0,0,9,10,9,7,0,8,0,8
Socratic,9,0,0,0,0,0,0,0,0,0
Quizizz AI Extension,0,9,0,0,0,0,0,0,0,0
AutoTutor,0,0,0,9,0,0,0,0,0,0
Squirrel AI,0,0,0,0,0,10,0,9,9,10
Elsa Speak,10,0,0,0,0,0,0,0,0,0
Solvo,0,0,0,0,0,0,10,0,0,0
SchoolAI,0,10,0,0,0,0,0,0,0,0
Carnegie Learningâ€™s MATHia,0,0,0,0,0,0,0,10,0,0
Gauth,0,0,0,0,0,0,0,0,10,0
