App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Slack,1,1,1,1,1,1,1,1,1,1
Microsoft Teams,2,2,2,2,2,2,2,2,2,2
Asana,3,3,3,3,3,3,3,3,3,3
Trello,7,7,4,4,4,4,4,4,4,4
Miro,4,4,7,5,5,5,5,5,7,5
Notion,5,5,8,7,6,9,6,6,8,6
ClickUp,6,6,9,6,7,10,7,7,9,7
Google Drive,8,8,5,11,9,6,9,9,5,10
Dropbox,9,9,6,12,10,7,10,10,6,11
Monday.com,12,12,11,8,8,17,8,8,11,8
Figma,11,11,10,9,12,11,13,13,10,9
OneDrive,10,10,0,14,11,8,0,12,0,13
Box,0,0,0,13,0,0,0,11,0,12
Zoom,13,13,12,10,13,12,11,14,12,14
Google Meet,14,14,13,0,14,13,12,15,13,15
iCloud,0,0,0,15,0,0,0,0,0,0
Microsoft Whiteboard,16,17,14,19,17,14,14,18,14,18
SpiderOak One,0,0,0,16,0,0,0,0,0,0
Doodle,17,16,15,18,16,15,15,17,15,17
Webex,15,15,18,0,15,19,0,16,18,16
WeTransfer,0,0,0,17,0,0,0,0,0,0
Mural,0,0,17,0,0,18,0,0,17,0
Todoist,18,18,16,20,18,16,16,19,16,19
Confluence,0,0,0,0,0,0,19,0,0,0
GitHub,19,19,19,0,19,20,17,20,19,20
Jira,20,20,20,0,20,0,18,0,20,0
Basecamp,0,0,0,0,0,0,20,0,0,0
