App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Telegram,1,1,1,1,1,1,1,1,1,1
WhatsApp,2,2,3,2,2,2,2,3,2,2
Viber,4,3,2,4,3,4,3,2,3,3
Signal,3,5,4,3,4,3,5,4,4,4
GroupMe,5,4,6,5,6,5,4,5,6,6
Threema,10,6,5,6,5,6,0,0,5,5
SendHype,6,8,7,7,8,7,7,6,7,7
Multi SMS Sender (MSS),0,7,8,0,7,0,6,7,8,0
Multi SMS Sender,7,0,0,8,0,8,0,0,0,8
Hit Em Up,8,9,9,9,9,9,8,8,9,9
Multi SMS & Group SMS,9,10,10,10,10,10,9,9,10,10
Salesmsg,0,11,14,14,11,0,10,10,13,14
DialMyCalls,12,14,11,11,13,11,13,13,11,11
SendPulse,11,13,12,12,0,12,12,12,0,12
EZ Texting,0,12,13,13,12,0,11,11,12,13
Remind,13,15,15,15,14,13,14,14,14,15
ClassDojo,14,16,16,16,15,14,15,15,15,16
Bloomz,15,17,17,17,16,15,16,16,16,17
Klassly,16,18,18,18,17,16,17,17,17,18
TalkingPoints,17,19,19,19,18,17,18,18,18,19
Omnisend,18,0,0,0,19,18,19,19,19,20
GetResponse,19,0,0,0,20,19,20,20,20,0
Constant Contact,20,0,0,0,0,20,0,0,0,0
Microsoft Teams,0,20,0,0,0,0,0,0,0,0
Koalendar,0,0,20,0,0,0,0,0,0,0
Along,0,0,0,20,0,0,0,0,0,0
