App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Spotify,1,1,1,1,1,1,1,1,1,1
Apple Podcasts,2,2,2,2,2,2,2,2,2,2
Google Podcasts,3,3,3,3,3,3,3,3,3,3
Amazon Music,4,0,4,4,4,0,4,4,4,4
Pocket Casts,5,4,5,5,5,4,5,5,5,5
Overcast,6,5,6,6,6,5,6,6,6,6
Castbox,7,6,7,7,7,6,7,7,7,7
Stitcher,8,7,8,8,8,7,8,8,8,8
Podbean,9,8,9,9,9,8,9,9,9,9
TuneIn Radio,10,9,10,10,10,9,10,10,10,10
Audible,11,10,11,11,11,10,11,11,11,11
Mixcloud,0,11,0,0,0,0,0,0,0,0
Luminary,12,0,12,12,12,11,12,12,12,12
SoundCloud,0,12,0,0,0,0,0,0,0,0
Himalaya,13,19,13,13,13,12,13,13,13,13
RadioPublic,14,20,14,14,14,13,14,14,14,14
Podchaser,15,0,15,15,15,14,15,15,15,15
AntennaPod,16,0,16,16,0,15,16,16,16,16
Downcast,17,13,17,17,16,16,17,17,17,17
iCatcher,18,14,18,18,17,17,18,18,18,18
Listen App,19,15,19,19,18,18,19,19,19,19
Pod Wrangler,0,17,0,0,0,20,0,0,0,0
RSSRadio,0,18,0,0,20,0,0,0,0,0
PodCruncher,20,16,20,20,19,19,20,20,20,20
