App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Mint,1,1,1,1,1,1,1,1,1,1
Personal Capital,2,3,2,2,2,2,2,2,2,2
You Need A Budget (YNAB),3,2,3,3,3,3,3,3,3,3
PocketGuard,9,4,4,4,7,4,4,14,4,4
Acorns,4,0,6,17,4,0,15,4,8,0
Goodbudget,20,7,9,5,10,5,6,13,5,5
EveryDollar,0,8,10,6,11,6,5,16,6,6
Robinhood,5,0,0,19,5,0,16,5,9,0
Betterment,6,0,0,0,0,0,18,6,11,0
Albert,10,5,5,11,8,0,12,11,15,19
Cleo,8,6,0,12,6,0,13,8,16,16
Simple,15,0,0,0,0,0,0,0,7,0
Spendee,0,9,15,9,17,7,7,20,0,7
Money Lover,0,13,0,0,0,0,0,0,0,8
Simplifi,0,0,0,7,12,0,0,0,0,14
Wealthfront,7,0,0,20,0,0,19,7,12,0
Monefy,0,10,19,0,16,8,8,0,0,10
Digit,11,0,7,15,9,0,0,10,0,20
Prism,0,0,0,8,13,11,11,17,0,0
Expensify,0,18,0,0,0,10,10,0,0,11
Wally,0,11,14,0,15,9,9,19,0,0
Splitwise,0,0,0,0,0,12,0,0,0,0
Qapital,12,0,8,16,0,0,0,0,20,0
Empower,0,0,0,13,0,0,0,12,0,0
Chime,14,0,0,0,0,0,14,9,17,0
Clarity Money,0,0,12,0,0,0,0,0,14,0
Honeydue,0,0,0,0,0,13,0,0,0,0
Pocketsmith,0,0,0,0,0,0,0,0,0,13
Wallet,0,15,0,0,19,0,0,0,0,9
Simplifi by Quicken,0,0,11,0,0,15,0,15,0,0
Mobills,0,12,16,0,0,0,0,0,0,0
Stash,13,0,0,18,0,0,17,0,10,0
Charlie,0,0,0,14,0,0,0,0,0,0
Zeta,0,0,0,0,0,14,0,0,0,0
Mvelopes,19,0,13,10,14,0,0,18,0,0
HomeBudget,0,0,18,0,0,0,0,0,0,12
Copilot,0,0,0,0,0,0,0,0,0,15
Ellevest,0,0,0,0,0,0,20,0,13,0
PocketSmith,0,0,0,0,0,16,0,0,0,0
Dollarbird,0,14,17,0,18,0,0,0,0,0
Venmo,16,0,0,0,0,0,0,0,18,0
Credit Karma,17,0,0,0,0,0,0,0,0,0
MoneyManager,0,17,0,0,0,0,0,0,0,0
MoneyPatrol,0,0,0,0,0,17,0,0,0,0
Emma,0,0,0,0,0,0,0,0,0,17
Bluecoins,0,16,0,0,20,0,0,0,0,0
NerdWallet,18,0,0,0,0,0,0,0,0,0
Moneydance,0,0,0,0,0,18,0,0,0,0
Truebill,0,0,0,0,0,0,0,0,0,18
AndroMoney,0,19,0,0,0,0,0,0,0,0
Banktivity,0,0,0,0,0,19,0,0,0,0
Zelle,0,0,0,0,0,0,0,0,19,0
Toshl Finance,0,20,0,0,0,0,0,0,0,0
Wallet by BudgetBakers,0,0,20,0,0,0,0,0,0,0
Tiller Money,0,0,0,0,0,20,0,0,0,0
