App,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10
Adidas Running,0,0,8,0,0,0,0,0,0,0
Endomondo,5,5,4,5,6,5,5,6,7,9
Fitbit,9,10,0,0,9,7,10,8,0,8
Garmin Connect,0,8,0,0,10,8,0,0,0,0
Google Fit,0,0,5,9,8,9,9,10,9,0
Map My Run,3,3,3,3,5,3,3,4,5,4
MyFitnessPal,8,9,7,10,2,10,0,5,3,7
Nike Run Club,2,2,2,2,4,2,2,3,2,2
Pacer Pedometer,7,0,0,8,0,0,0,0,8,6
Pumatrac,0,0,0,0,0,0,8,0,0,0
Runkeeper,4,6,6,7,3,4,6,2,4,3
Runtastic,6,4,9,4,7,6,4,7,6,5
Samsung Health,0,0,10,0,0,0,0,0,10,0
Strava,1,1,1,1,1,1,1,1,1,1
Under Armour Record,10,0,0,0,0,0,7,9,0,0
"Zombies, Run!",0,0,0,6,0,0,0,0,0,0
Zwift,0,7,0,0,0,0,0,0,0,10
