model,feature,criteria,rbo,num_comparisons
anthropic,Access to movies,Cost,0.02971426372153383,50
anthropic,Access to movies,Customer Support,0.918016279617876,50
anthropic,Access to movies,Customization Options,0.0,50
anthropic,Access to movies,Ease of Use,0.9364292394361311,50
anthropic,Access to movies,Feature Set,0.9430466787972663,50
anthropic,Access to movies,Geographical Availability,0.8660766206674871,50
anthropic,Access to movies,Integration Capabilities,0.30375005616963313,50
anthropic,Access to movies,In App Purchases,0.926461895555796,50
anthropic,Access to movies,Monthly Active Users,0.8228375123465781,50
anthropic,Access to movies,Number of Downloads,0.832944017024156,50
anthropic,Access to movies,Platform Availability,0.9425225321860377,50
anthropic,Access to movies,Security and Privacy,0.7336485000871283,50
anthropic,Access to movies,Update Frequency,0.9587645175973996,50
anthropic,Access to movies,User Base,0.8626527796513858,50
anthropic,Access to movies,User Engagement,0.8621707979680232,50
anthropic,Access to movies,User Ratings,0.9287203085841229,50
anthropic,Access to podcasts,Cost,0.7500113082253186,50
anthropic,Access to podcasts,Customer Support,0.8946540034428865,50
anthropic,Access to podcasts,Customization Options,0.26846797919523085,50
anthropic,Access to podcasts,Ease of Use,0.9473576434443101,50
anthropic,Access to podcasts,Feature Set,0.9450935463119625,40
anthropic,Access to podcasts,Geographical Availability,0.724976642530109,10
anthropic,Access to podcasts,Integration Capabilities,0.9523278390599865,10
anthropic,Access to podcasts,In App Purchases,0.8496503289183727,10
anthropic,Access to podcasts,Monthly Active Users,0.6685793049581574,10
anthropic,Access to podcasts,Number of Downloads,0.7298436546866874,10
anthropic,Access to podcasts,Platform Availability,0.6970609799454074,10
anthropic,Access to podcasts,Security and Privacy,0.879387537205621,10
anthropic,Access to podcasts,Update Frequency,0.9440642464963022,10
anthropic,Access to podcasts,User Base,0.7597996333842773,10
anthropic,Access to podcasts,User Engagement,0.9137214721836407,10
anthropic,Access to podcasts,User Ratings,0.9417890661039472,10
anthropic,Broadcast messages to multiple contacts,Cost,0.5513741094632519,50
anthropic,Broadcast messages to multiple contacts,Customer Support,0.8597513876309547,50
anthropic,Broadcast messages to multiple contacts,Customization Options,0.8100225455900497,50
anthropic,Broadcast messages to multiple contacts,Ease of Use,0.8774143734667118,50
anthropic,Broadcast messages to multiple contacts,Feature Set,0.8897114061481642,50
anthropic,Broadcast messages to multiple contacts,Geographical Availability,0.4234548392142364,50
anthropic,Broadcast messages to multiple contacts,Integration Capabilities,0.19571707821725376,50
anthropic,Broadcast messages to multiple contacts,In App Purchases,0.7293222890397786,50
anthropic,Broadcast messages to multiple contacts,Monthly Active Users,0.43745452819649827,50
anthropic,Broadcast messages to multiple contacts,Number of Downloads,0.38973282738265685,50
anthropic,Broadcast messages to multiple contacts,Platform Availability,0.852463519644046,50
anthropic,Broadcast messages to multiple contacts,Security and Privacy,0.2884713979783662,50
anthropic,Broadcast messages to multiple contacts,Update Frequency,0.8645901759286971,50
anthropic,Broadcast messages to multiple contacts,User Base,0.47473315496153257,50
anthropic,Broadcast messages to multiple contacts,User Engagement,0.8339705892141563,50
anthropic,Broadcast messages to multiple contacts,User Ratings,0.8739303781053072,50
anthropic,Build photo collage,Cost,0.596166603914413,10
anthropic,Build photo collage,Customer Support,0.5920820043699335,10
anthropic,Build photo collage,Customization Options,0.5976183079615461,10
anthropic,Build photo collage,Ease of Use,0.6962872903864159,10
anthropic,Build photo collage,Feature Set,0.6541297277041622,10
anthropic,Build photo collage,Geographical Availability,0.6521177910881988,10
anthropic,Build photo collage,Integration Capabilities,0.45824083276387917,10
anthropic,Build photo collage,In App Purchases,0.42809436992614014,10
anthropic,Build photo collage,Monthly Active Users,0.3733649638465171,10
anthropic,Build photo collage,Number of Downloads,0.37989126820002767,10
anthropic,Build photo collage,Platform Availability,0.6497617952165814,10
anthropic,Build photo collage,Security and Privacy,0.41793770995491136,10
anthropic,Build photo collage,Update Frequency,0.5520444965286161,10
anthropic,Build photo collage,User Base,0.3442989142641553,10
anthropic,Build photo collage,User Engagement,0.11661308112360395,10
anthropic,Build photo collage,User Ratings,0.6752924581357964,10
anthropic,Collaborate with others,Cost,0.7153534591034914,50
anthropic,Collaborate with others,Customer Support,0.8406990705514003,50
anthropic,Collaborate with others,Customization Options,0.5888276045645561,50
anthropic,Collaborate with others,Ease of Use,0.8675061295057668,50
anthropic,Collaborate with others,Feature Set,0.8010602232190428,50
anthropic,Collaborate with others,Geographical Availability,0.6475452384663261,50
anthropic,Collaborate with others,Integration Capabilities,0.8122316733212069,50
anthropic,Collaborate with others,In App Purchases,0.24322835898597092,50
anthropic,Collaborate with others,Monthly Active Users,0.6439229836546504,50
anthropic,Collaborate with others,Number of Downloads,0.4998395728172387,50
anthropic,Collaborate with others,Platform Availability,0.7730154464461182,50
anthropic,Collaborate with others,Security and Privacy,0.0,50
anthropic,Collaborate with others,Update Frequency,0.8822240918896803,50
anthropic,Collaborate with others,User Base,0.6368062056844953,50
anthropic,Collaborate with others,User Engagement,0.7881999340520125,50
anthropic,Collaborate with others,User Ratings,0.9106707018566893,50
anthropic,Go Live,Cost,0.6816284093475599,50
anthropic,Go Live,Customer Support,0.19249264873475713,50
anthropic,Go Live,Customization Options,0.0,50
anthropic,Go Live,Ease of Use,0.7756934511651414,50
anthropic,Go Live,Feature Set,0.4156705216875465,50
anthropic,Go Live,Geographical Availability,0.8301118433842289,50
anthropic,Go Live,Integration Capabilities,0.051965594105298635,50
anthropic,Go Live,In App Purchases,0.7540544895761339,50
anthropic,Go Live,Monthly Active Users,0.8120711964701535,50
anthropic,Go Live,Number of Downloads,0.8365097644920485,50
anthropic,Go Live,Platform Availability,0.8145419107602458,50
anthropic,Go Live,Security and Privacy,0.0,50
anthropic,Go Live,Update Frequency,0.8727687854410547,50
anthropic,Go Live,User Base,0.8548880840808853,50
anthropic,Go Live,User Engagement,0.8341044121008185,50
anthropic,Go Live,User Ratings,0.8027911691910209,50
anthropic,Keeping up with friends,Cost,0.48708314901193234,50
anthropic,Keeping up with friends,Customer Support,0.598636220657252,50
anthropic,Keeping up with friends,Customization Options,0.49596584534307925,50
anthropic,Keeping up with friends,Ease of Use,0.7901773836084222,50
anthropic,Keeping up with friends,Feature Set,0.7269656540381021,50
anthropic,Keeping up with friends,Geographical Availability,0.6663084488070196,50
anthropic,Keeping up with friends,Integration Capabilities,0.47037204648088826,50
anthropic,Keeping up with friends,In App Purchases,0.5563575619626707,50
anthropic,Keeping up with friends,Monthly Active Users,0.7181443587810121,50
anthropic,Keeping up with friends,Number of Downloads,0.7322236875040872,50
anthropic,Keeping up with friends,Platform Availability,0.6148581020027322,50
anthropic,Keeping up with friends,Security and Privacy,0.16358147981788457,50
anthropic,Keeping up with friends,Update Frequency,0.8271948666740871,50
anthropic,Keeping up with friends,User Base,0.7356909311342796,50
anthropic,Keeping up with friends,User Engagement,0.791743338020742,50
anthropic,Keeping up with friends,User Ratings,0.6659319499847743,50
anthropic,List items for sale,Cost,0.6034318209161006,50
anthropic,List items for sale,Customer Support,0.5156048625563627,50
anthropic,List items for sale,Customization Options,0.3987509460645263,50
anthropic,List items for sale,Ease of Use,0.7131168161137269,50
anthropic,List items for sale,Feature Set,0.8514703591678314,50
anthropic,List items for sale,Geographical Availability,0.7624556178659168,50
anthropic,List items for sale,Integration Capabilities,0.09118223676664979,50
anthropic,List items for sale,In App Purchases,0.7022042833258171,50
anthropic,List items for sale,Monthly Active Users,0.7341694519081957,50
anthropic,List items for sale,Number of Downloads,0.7589607481092133,50
anthropic,List items for sale,Platform Availability,0.7162945610378557,50
anthropic,List items for sale,Security and Privacy,0.4364789080991079,50
anthropic,List items for sale,Update Frequency,0.6749610200370703,50
anthropic,List items for sale,User Base,0.7409080319772859,50
anthropic,List items for sale,User Engagement,0.8977742566476367,50
anthropic,List items for sale,User Ratings,0.7720408182317037,50
anthropic,Photo effects,Cost,0.7682719850960873,50
anthropic,Photo effects,Customer Support,0.6547371061430417,50
anthropic,Photo effects,Customization Options,0.758433706471868,50
anthropic,Photo effects,Ease of Use,0.7953358758326113,50
anthropic,Photo effects,Feature Set,0.5346432251863819,10
anthropic,Photo effects,Geographical Availability,0.49010403140566605,10
anthropic,Photo effects,Integration Capabilities,0.8777688576463027,10
anthropic,Photo effects,In App Purchases,0.5237793455875472,10
anthropic,Photo effects,Monthly Active Users,0.3002868606242195,10
anthropic,Photo effects,Number of Downloads,0.2714811166171297,10
anthropic,Photo effects,Platform Availability,0.5998356294099411,10
anthropic,Photo effects,Security and Privacy,0.8057279960519296,10
anthropic,Photo effects,Update Frequency,0.8822642727709914,10
anthropic,Photo effects,User Base,0.30409604693188524,10
anthropic,Photo effects,User Engagement,0.328202523208921,10
anthropic,Photo effects,User Ratings,0.84508248615094,10
anthropic,Play games,Cost,0.3063753799378379,50
anthropic,Play games,Customer Support,0.40338907923651596,50
anthropic,Play games,Customization Options,0.20196820815176522,50
anthropic,Play games,Ease of Use,0.15669086095820423,50
anthropic,Play games,Feature Set,0.013727283548188593,50
anthropic,Play games,Geographical Availability,0.30534669574504075,50
anthropic,Play games,Integration Capabilities,0.0,50
anthropic,Play games,In App Purchases,0.23706270091556514,50
anthropic,Play games,Monthly Active Users,0.3623139879452724,50
anthropic,Play games,Number of Downloads,0.2666847676823846,50
anthropic,Play games,Platform Availability,0.3688009489629838,50
anthropic,Play games,Security and Privacy,0.0,50
anthropic,Play games,Update Frequency,0.36795161257683434,50
anthropic,Play games,User Base,0.541908997816745,50
anthropic,Play games,User Engagement,0.43865861743141077,50
anthropic,Play games,User Ratings,0.5152998517716438,50
anthropic,Play playlist on shuffle mode,Cost,0.6359123097568425,50
anthropic,Play playlist on shuffle mode,Customer Support,0.9503664211696408,50
anthropic,Play playlist on shuffle mode,Customization Options,0.0,50
anthropic,Play playlist on shuffle mode,Ease of Use,0.9450821756026585,50
anthropic,Play playlist on shuffle mode,Feature Set,0.9404280802522986,50
anthropic,Play playlist on shuffle mode,Geographical Availability,0.9479421943663201,50
anthropic,Play playlist on shuffle mode,Integration Capabilities,0.937548323089403,50
anthropic,Play playlist on shuffle mode,In App Purchases,0.9514374421712836,50
anthropic,Play playlist on shuffle mode,Monthly Active Users,0.9490088353886873,50
anthropic,Play playlist on shuffle mode,Number of Downloads,0.923857243843931,50
anthropic,Play playlist on shuffle mode,Platform Availability,0.9477958708037455,50
anthropic,Play playlist on shuffle mode,Security and Privacy,0.7593671397643122,50
anthropic,Play playlist on shuffle mode,Update Frequency,0.9553154048045788,50
anthropic,Play playlist on shuffle mode,User Base,0.9389636127779076,50
anthropic,Play playlist on shuffle mode,User Engagement,0.9490088353886874,20
anthropic,Play playlist on shuffle mode,User Ratings,0.9522227741284894,10
anthropic,Rate movies,Cost,0.6905959485159329,50
anthropic,Rate movies,Customer Support,0.7769441936134617,50
anthropic,Rate movies,Customization Options,0.5812002498571264,50
anthropic,Rate movies,Ease of Use,0.7395827880197636,50
anthropic,Rate movies,Feature Set,0.7847002601164479,50
anthropic,Rate movies,Geographical Availability,0.7610606549903974,50
anthropic,Rate movies,Integration Capabilities,0.7221516243005108,50
anthropic,Rate movies,In App Purchases,0.746200717200404,50
anthropic,Rate movies,Monthly Active Users,0.6957667154861867,50
anthropic,Rate movies,Number of Downloads,0.6355237576021243,50
anthropic,Rate movies,Platform Availability,0.7709621064120299,50
anthropic,Rate movies,Security and Privacy,0.6457476333051716,50
anthropic,Rate movies,Update Frequency,0.7672841427782217,50
anthropic,Rate movies,User Base,0.7454792276410188,50
anthropic,Rate movies,User Engagement,0.7863149413790533,50
anthropic,Rate movies,User Ratings,0.7920285989194934,50
anthropic,Search for offer on item,Cost,0.7323266268385709,50
anthropic,Search for offer on item,Customer Support,0.5545812486193934,50
anthropic,Search for offer on item,Customization Options,0.8624725366446668,50
anthropic,Search for offer on item,Ease of Use,0.5505310096745132,50
anthropic,Search for offer on item,Feature Set,0.8094422956304848,50
anthropic,Search for offer on item,Geographical Availability,0.4247864064521516,50
